SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
606701	369	369
607946	404	404
609244	437	437
610446	404	404
611700	410	410
612936	418	418
614250	418	418
615477	431	431
616607	376	376
617945	446	446
619297	441	441
620499	404	404
621824	438	438
623187	446	446
624436	422	422
625783	441	441
627034	427	427
628283	418	418
629547	419	419
630756	397	397
632070	432	432
633257	408	408
634501	410	410
635711	407	407
637002	424	424
638244	418	418
639465	409	409
640681	407	407
642050	445	445
643260	404	404
644532	422	422
645793	427	427
647045	411	411
648228	405	405
649445	405	405
650676	391	391
651987	444	444
653152	394	394
654411	420	420
655669	422	422
656949	421	421
658163	409	409
659441	410	410
660695	434	434
661929	399	399
663137	413	413
664351	402	402
665674	431	431
666936	423	423
668211	434	434
669496	415	415
670711	417	417
672071	428	428
673338	442	442
674687	451	451
676029	438	438
677185	398	398
678539	429	429
679717	414	414
681017	427	427
682209	396	396
683548	437	437
684823	429	429
686101	436	436
687377	422	422
688631	421	421
689897	406	406
691079	406	406
692318	416	416
693591	402	402
694707	393	393
695953	405	405
697156	406	406
698370	400	400
699598	413	413
700728	376	376
701959	414	414
703244	420	420
704387	388	388
705715	442	442
706963	398	398
708226	420	420
709524	450	450
710766	406	406
711989	414	414
713334	419	419
714441	397	397
715607	388	388
716890	420	420
718246	452	452
719422	392	392
720686	410	410
721928	426	426
723230	410	410
724374	409	409
725821	461	461
726953	398	398
728213	409	409
729473	421	421
730719	419	419
731941	412	412
733325	441	441
734556	424	424
735885	430	430
737084	417	417
738244	386	386
739541	430	430
740780	411	411
742048	420	420
743256	402	402
744392	379	379
745698	427	427
746987	419	419
748165	406	406
749413	424	424
750590	389	389
751824	415	415
752997	381	381
754292	427	427
755559	436	436
756869	412	412
758018	404	404
759383	447	447
760569	405	405
761850	421	421
763174	430	430
764565	452	452
765779	431	431
767200	457	457
768436	428	428
769796	426	426
771047	443	443
772396	432	432
773668	441	441
775031	435	435
776290	431	431
777588	425	425
778835	427	427
780127	429	429
781391	416	416
782644	426	426
783969	422	422
785256	434	434
786532	425	425
787676	394	394
789024	440	440
790256	421	421
791531	417	417
792843	444	444
794113	415	415
795392	418	418
796763	456	456
797996	427	427
799261	409	409
800609	447	447
801906	430	430
803164	434	434
804566	443	443
805768	417	417
807133	431	431
808266	403	403
809494	413	413
810529	466	466
811699	414	414
812921	417	417
814200	409	409
815411	420	420
816695	415	415
817959	433	433
819267	423	423
820402	388	388
821613	406	406
822938	415	415
824154	431	431
825413	408	408
826635	413	413
827884	412	412
829164	420	420
830395	422	422
831633	407	407
832820	399	399
834091	418	418
835247	394	394
836583	427	427
837834	429	429
839029	401	401
840281	414	414
841591	428	428
842735	394	394
844099	438	438
845309	419	419
846587	408	408
847914	443	443
849108	413	413
850294	396	396
851573	418	418
852899	436	436
854198	443	443
855524	422	422
856787	442	442
858102	420	420
859295	411	411
860566	418	418
861829	425	425
863117	413	413
864367	431	431
865631	408	408
866857	425	425
868171	430	430
869378	395	395
870638	436	436
871868	404	404
873145	423	423
874397	419	419
875792	450	450
877069	444	444
878359	416	416
879648	425	425
880937	447	447
882241	421	421
883492	430	430
884729	400	400
885990	426	426
887292	423	423
888548	434	434
889850	413	413
891175	437	437
892321	400	400
893524	398	398
894826	430	430
896166	453	453
897588	452	452
898825	435	435
900107	419	419
901471	444	444
902780	440	440
904042	427	427
905370	436	436
906624	429	429
908089	461	461
909393	446	446
910694	443	443
912012	431	431
913394	464	464
914671	431	431
916037	441	441
917289	436	436
918652	443	443
919884	421	421
921175	420	420
922426	426	426
923452	474	474
924654	410	410
925910	424	424
927195	419	419
928571	454	454
929879	445	445
931192	438	438
932604	445	445
933963	465	465
935253	444	444
936585	430	430
937930	448	448
939144	407	407
940416	430	430
941818	461	461
943143	432	432
944446	444	444
945786	451	451
947144	449	449
948501	437	437
949754	439	439
951006	409	409
952376	446	446
953648	431	431
955019	449	449
956403	463	463
957750	456	456
959087	449	449
960486	445	445
961699	426	426
963079	439	439
964358	435	435
965666	434	434
966964	426	426
968321	460	460
969693	461	461
970961	416	416
972341	465	465
973705	438	438
974967	446	446
976356	448	448
977666	447	447
979094	457	457
980346	437	437
981685	433	433
983000	443	443
984289	415	415
985654	469	469
986905	407	407
988198	442	442
989486	420	420
990739	434	434
992033	417	417
993267	424	424
994560	414	414
995853	446	446
997189	431	431
998403	419	419
999788	440	440
1001061	432	432
1002394	445	445
1003734	457	457
1005135	440	440
1006405	449	449
1007843	448	448
1009130	453	453
1010495	456	456
1011876	454	454
1013236	457	457
1014542	432	432
1015903	444	444
1017229	445	445
1018590	450	450
1019954	455	455
1021221	438	438
1022568	439	439
1023906	455	455
1025281	438	438
1026543	437	437
1027887	447	447
1029320	448	448
1030597	451	451
1031616	482	482
1032964	445	445
1034274	447	447
1035719	461	461
1036983	454	454
1038356	435	435
1039777	472	472
1041039	444	444
1042446	450	450
1043729	445	445
1045176	465	465
1046611	469	469
1047936	458	458
1049340	465	465
1050722	455	455
1052053	446	446
1053082	496	496
1054370	455	455
1055375	459	459
1056376	510	510
1057622	432	432
1058665	496	496
1060008	461	461
1061356	439	439
1062807	475	475
1064166	465	465
1065563	450	450
1066970	474	474
1068376	474	474
1069778	456	456
1071204	475	475
1072627	481	481
1073996	452	452
1075353	446	446
1076751	472	472
1078082	449	449
1079524	472	472
1080904	468	468
1082220	450	450
1083256	488	488
1084627	458	458
1086054	478	478
1087447	460	460
1088843	467	467
1090307	483	483
1091315	494	494
1092635	451	451
1094125	472	472
1095553	482	482
1096861	461	461
1098346	466	466
1099761	476	476
1101114	470	470
1102125	471	471
1103130	500	500
1104510	480	480
1105925	459	459
1107325	477	477
1108757	468	468
1110149	467	467
1111479	455	455
1112481	482	482
1113885	469	469
1115246	453	453
1116738	477	477
1117939	437	437
1119401	460	460
1120782	469	469
1122085	446	446
1123465	452	452
1124848	454	454
1126194	462	462
1127291	492	492
1128553	457	457
1129968	452	452
1131249	446	446
1132637	439	439
1134007	462	462
1135304	440	440
1136643	444	444
1137944	441	441
1139257	427	427
1140258	474	474
1141599	469	469
1143003	460	460
1144382	469	469
1145806	452	452
1147065	444	444
1148114	472	472
1149352	437	437
1150674	435	435
1152085	464	464
1153437	448	448
1154784	464	464
1156115	442	442
1157123	483	483
1158422	445	445
1159458	479	479
1160732	451	451
1162057	433	433
1163314	418	418
1164650	443	443
1166022	449	449
1167327	450	450
1168794	455	455
1170042	452	452
1171426	450	450
1172809	453	453
1174083	430	430
1175396	438	438
1176743	447	447
1178015	433	433
1179386	451	451
1180699	443	443
1182044	433	433
1183432	466	466
1184843	462	462
1186063	426	426
1187513	462	462
1188795	439	439
1190116	449	449
1191450	427	427
1192809	457	457
1194229	468	468
1195571	448	448
1196593	487	487
1197982	475	475
1199388	459	459
1200812	472	472
1202078	450	450
1203461	445	445
1204783	450	450
1206191	454	454
1207595	463	463
1208866	448	448
1210323	457	457
1211662	461	461
1213078	470	470
1214401	443	443
1215701	438	438
1216982	434	434
1218394	448	448
1219802	476	476
1221173	463	463
1222557	443	443
1223977	485	485
1224983	485	485
1226253	442	442
1227651	448	448
1228965	436	436
1230261	444	444
1231742	468	468
1233081	467	467
1234535	474	474
1235905	464	464
1237212	440	440
1238619	455	455
1239984	466	466
1241363	450	450
1242364	487	487
1243796	477	477
1245042	435	435
1246378	437	437
1247705	449	449
1249214	481	481
1250547	462	462
1251927	444	444
1253300	465	465
1254648	453	453
1255988	446	446
1257333	459	459
1258625	422	422
1259629	494	494
1261014	457	457
1262388	469	469
1263858	475	475
1264859	493	493
1266338	493	493
1267652	461	461
1269035	452	452
1270387	445	445
1271693	450	450
1273064	448	448
1274493	467	467
1275848	447	447
1277246	470	470
1278319	496	496
1279602	462	462
1281003	450	450
1282381	459	459
1283733	451	451
1285170	477	477
1286507	454	454
1287866	457	457
1289236	454	454
1290671	468	468
1292065	473	473
1293462	459	459
1294868	472	472
1296282	469	469
1297646	463	463
1299030	454	454
1300530	479	479
1301780	448	448
1303170	443	443
1304630	478	478
1305954	468	468
1307293	445	445
1308336	490	490
1309684	470	470
1311089	450	450
1312479	469	469
1313855	454	454
1315255	465	465
1316614	457	457
1318004	466	466
1319409	456	456
1320731	457	457
1322105	448	448
1323119	492	492
1324412	440	440
1325764	453	453
1327184	454	454
1328483	446	446
1329844	460	460
1331261	445	445
1332658	469	469
1333974	461	461
1335412	456	456
1336739	452	452
1338077	453	453
1339426	436	436
1340740	456	456
1342049	430	430
1343528	479	479
1344819	444	444
1345832	490	490
1347191	468	468
1348572	444	444
1349994	476	476
1351296	437	437
1352662	465	465
1354063	453	453
1355067	489	489
1356430	453	453
1357440	495	495
1358737	453	453
1359773	483	483
1361055	447	447
1362540	473	473
1363920	471	471
1365306	460	460
1366676	460	460
1368047	453	453
1369383	455	455
1370824	465	465
1372158	448	448
1373546	466	466
1374892	452	452
1376258	450	450
1377304	489	489
1378659	459	459
1379905	423	423
1381297	462	462
1382707	473	473
1384029	447	447
1385422	452	452
1386864	471	471
1388151	450	450
1389594	464	464
1391035	477	477
1392334	458	458
1393805	466	466
1395128	453	453
1396531	466	466
1397836	446	446
1399176	438	438
1400573	444	444
1401947	470	470
1403245	447	447
1404616	440	440
1405861	428	428
1407227	440	440
1408486	438	438
1409822	448	448
1411223	449	449
1412548	444	444
1413891	446	446
1415232	459	459
1416237	472	472
1417516	428	428
1418802	443	443
1420168	442	442
1421531	442	442
1422905	462	462
1424257	449	449
1425619	448	448
1426859	438	438
1428199	438	438
1429443	422	422
1430877	452	452
1432126	438	438
1433132	471	471
1434367	422	422
1435774	450	450
1437085	457	457
1438102	465	465
1439407	466	466
1440661	418	418
1441996	430	430
1443436	471	471
1444673	435	435
1446018	436	436
1447471	473	473
1448772	446	446
1449787	483	483
1451029	431	431
1452331	413	413
1453596	442	442
1454706	484	484
1455981	465	465
1457429	455	455
1458684	449	449
1460034	435	435
1461325	439	439
1462660	442	442
1463970	427	427
1465016	483	483
1466212	427	427
1467563	436	436
1468854	431	431
1470207	449	449
1471489	445	445
1473004	464	464
1474276	455	455
1475667	460	460
1477043	459	459
1478533	471	471
1479905	472	472
1481103	420	420
1482524	452	452
1483795	437	437
1485171	459	459
1486574	453	453
1487922	447	447
1489270	465	465
1490667	452	452
1492021	460	460
1493379	447	447
1494732	454	454
1496142	471	471
1497528	458	458
1498830	444	444
1500173	437	437
1501575	465	465
1502920	459	459
1504287	447	447
1505728	468	468
1507074	473	473
1508388	439	439
1509725	432	432
1511128	466	466
1512507	462	462
1513892	453	453
1515218	453	453
1516543	450	450
1518062	474	474
1519486	483	483
1520803	458	458
1522242	457	457
1523752	495	495
1524972	440	440
1525978	473	473
1527332	458	458
1528683	455	455
1530059	451	451
1531437	456	456
1532824	473	473
1534185	444	444
1535573	466	466
1536880	443	443
1538341	464	464
1539625	453	453
1541036	451	451
1542422	468	468
1543869	476	476
1545273	465	465
1546631	464	464
1547949	435	435
1549298	457	457
1550316	484	484
1551590	442	442
1552972	449	449
1554375	462	462
1555789	470	470
1557134	458	458
1558481	458	458
1559905	452	452
1561238	449	449
1562691	485	485
1564047	455	455
1565370	446	446
1566727	447	447
1568182	477	477
1569517	460	460
1570850	444	444
1572248	459	459
1573647	455	455
1574974	447	447
1576367	455	455
1577700	466	466
1579097	454	454
1580493	465	465
1581819	443	443
1582837	481	481
1584260	486	486
1585599	459	459
1586602	471	471
1587971	468	468
1588980	499	499
1589985	486	486
1591362	475	475
1592778	465	465
1594209	475	475
1595565	466	466
1596968	454	454
1598346	465	465
1599350	482	482
1600642	451	451
1601662	473	473
1603003	459	459
1604346	457	457
1605755	456	456
1607159	470	470
1608180	485	485
1609430	443	443
1610899	460	460
1612229	457	457
1613266	500	500
1614514	441	441
1615889	443	443
1617216	458	458
1618233	469	469
1619497	442	442
1621002	467	467
1622383	468	468
1623678	457	457
1624689	478	478
1625963	442	442
1627371	435	435
1628623	446	446
1629992	457	457
1631418	460	460
1632675	437	437
1634025	432	432
1635415	459	459
1636695	442	442
1638017	442	442
1639337	431	431
1640807	479	479
1642104	454	454
1643484	443	443
1644808	451	451
1646217	464	464
1647693	480	480
1649134	468	468
1650472	477	477
1651825	433	433
1653141	450	450
1654166	489	489
1655450	434	434
1656855	459	459
1658167	448	448
1659173	487	487
1660496	441	441
1661844	456	456
1663173	428	428
1664590	476	476
1665954	469	469
1667352	451	451
1668748	471	471
1670133	470	470
1671637	477	477
1673028	477	477
1674391	454	454
1675778	461	461
1677205	479	479
1678602	467	467
1679647	505	505
1680654	496	496
1681974	442	442
1682979	491	491
1684437	487	487
1685448	505	505
1686466	498	498
1687899	470	470
1689242	478	478
1690643	454	454
1691661	489	489
1693038	455	455
1694487	489	489
1695498	491	491
1696948	484	484
1698237	454	454
1699698	464	464
1701199	495	495
1702615	472	472
1703632	501	501
1704946	447	447
1706012	487	487
1707323	467	467
1708757	461	461
1710001	441	441
1711451	453	453
1712956	503	503
1714373	479	479
1715858	484	484
1717233	469	469
1718588	461	461
1720057	471	471
1721489	480	480
1722510	495	495
1723799	464	464
1725228	448	448
1726676	487	487
1727969	437	437
1729379	455	455
1730643	446	446
1731656	476	476
1733003	452	452
1734370	460	460
1735405	487	487
1736425	519	519
1737729	455	455
1738754	476	476
1740221	484	484
1741251	502	502
1742650	485	485
1743975	448	448
1745374	465	465
1746766	457	457
1748166	466	466
1749483	451	451
1750941	470	470
1752338	460	460
1753681	448	448
1754697	496	496
1756141	486	486
1757438	448	448
1758439	477	477
1759761	462	462
1760810	491	491
1762131	463	463
1763145	484	484
1764509	459	459
1765893	459	459
1766897	481	481
1768250	459	459
1769684	470	470
1771009	459	459
1772101	513	513
1773405	446	446
1774882	479	479
1776254	476	476
1777658	459	459
1779085	468	468
1780452	462	462
1781806	446	446
1783186	473	473
1784649	472	472
1786072	472	472
1787351	445	445
1788386	483	483
1789651	448	448
1790667	473	473
1792005	440	440
1793296	454	454
1794736	462	462
1795749	491	491
1797104	457	457
1798411	442	442
1799819	454	454
1801210	464	464
1802531	446	446
1803942	472	472
1805373	468	468
1806705	466	466
1808069	440	440
1809464	461	461
1810780	451	451
1811798	473	473
1813115	462	462
1814486	441	441
1815492	490	490
1816759	427	427
1818104	440	440
1819116	475	475
1820378	434	434
1821748	454	454
1823071	458	458
1824397	434	434
1825737	447	447
1827128	450	450
1828553	474	474
1829823	438	438
1830843	484	484
1832134	451	451
1833553	455	455
1834555	500	500
1835948	461	461
1837390	480	480
1838779	469	469
1840127	453	453
1841469	435	435
1842850	472	472
1844207	449	449
1845602	458	458
1846911	452	452
1848362	461	461
1849723	456	456
1851097	457	457
1852435	456	456
1853877	469	469
1855094	419	419
1856474	450	450
1857849	470	470
1859289	465	465
1860658	463	463
1862020	451	451
1863398	460	460
1864704	438	438
1866050	447	447
1867455	469	469
1868780	442	442
1870125	456	456
1871569	463	463
1872899	453	453
1874310	469	469
1875635	442	442
1876638	482	482
1878023	447	447
1879298	458	458
1880667	443	443
1882113	461	461
1883315	434	434
1884741	453	453
1886171	470	470
1887385	429	429
1888680	431	431
1889997	430	430
1891333	450	450
1892701	446	446
1893944	431	431
1895293	435	435
1896640	444	444
1897927	431	431
1899229	444	444
1900593	449	449
1901946	451	451
1903251	444	444
1904547	426	426
1905776	416	416
1907127	443	443
1908462	444	444
1909773	442	442
1911127	440	440
1912453	432	432
1913934	489	489
1915287	471	471
1916667	447	447
1918114	480	480
1919436	453	453
1920898	465	465
1922181	451	451
1923221	500	500
1924621	467	467
1925635	494	494
1927085	489	489
1928516	483	483
1929964	471	471
1931328	468	468
1932714	457	457
1934132	461	461
1935364	432	432
1936684	435	435
1938081	467	467
1939471	455	455
1940757	445	445
1941763	479	479
1943106	449	449
1944433	433	433
1945717	446	446
1947138	455	455
1948640	485	485
1949987	486	486
1951384	444	444
1952768	459	459
1954062	440	440
1955419	454	454
1956849	471	471
1958176	441	441
1959481	446	446
1960844	447	447
1962282	467	467
1963615	465	465
1965055	462	462
1966470	479	479
1967705	419	419
1969066	451	451
1970366	437	437
1971386	475	475
1972763	478	478
1974103	432	432
1975523	474	474
1976867	461	461
1978231	454	454
1979504	425	425
1980938	465	465
1982464	493	493
1983744	449	449
1985052	438	438
1986056	479	479
1987313	424	424
1988324	482	482
1989643	446	446
1990657	486	486
1992054	463	463
1993406	465	465
1994777	455	455
1996154	449	449
1997491	456	456
1998873	461	461
1999875	478	478
2001178	454	454
2002605	459	459
2003614	484	484
2004897	449	449
2005906	488	488
2006915	492	492
2008160	432	432
2009543	437	437
2010767	431	431
2011780	474	474
2013108	450	450
2014457	456	456
2015816	444	444
2017145	440	440
2018549	471	471
2019837	443	443
2021228	436	436
2022468	435	435
2023829	446	446
2025281	473	473
2026488	421	421
2027826	443	443
2029141	429	429
2030467	447	447
2031850	455	455
2033223	455	455
2034613	462	462
2035985	465	465
2037429	465	465
2038720	450	450
2039760	494	494
2041091	462	462
2042514	458	458
2043787	444	444
2045190	451	451
2046502	440	440
2047800	436	436
2048820	489	489
2050120	449	449
2051489	451	451
2052882	458	458
2054214	447	447
2055216	483	483
2056527	447	447
2057860	442	442
2059229	453	453
2060584	446	446
2061895	454	454
2062928	480	480
2063930	496	496
2065183	435	435
2066575	450	450
2067981	462	462
2069352	462	462
2070692	451	451
2072074	451	451
2073364	443	443
2074371	468	468
2075637	444	444
2076976	435	435
2078314	438	438
2079668	453	453
2081011	455	455
2082434	457	457
2083693	437	437
2085056	448	448
2086461	454	454
2087741	450	450
2089119	450	450
2090513	450	450
2091751	437	437
2093182	448	448
2094387	430	430
2095800	440	440
2097010	434	434
2098351	424	424
2099712	464	464
2100987	436	436
2102388	447	447
2103705	446	446
2105037	452	452
2106460	455	455
2107772	459	459
2109168	431	431
2110380	437	437
2111710	424	424
2113017	448	448
2114027	473	473
2115309	450	450
2116753	454	454
2118084	451	451
2119367	443	443
2120771	447	447
2122029	443	443
2123496	458	458
2124971	482	482
2126183	433	433
2127562	445	445
2128880	451	451
2130297	470	470
2131659	464	464
2133013	435	435
2134402	458	458
2135677	444	444
2136995	428	428
2138255	435	435
2139657	450	450
2140901	431	431
2142274	434	434
2143540	440	440
2144928	450	450
2146222	448	448
2147564	430	430
2148900	448	448
2150244	461	461
2151643	440	440
2152879	435	435
2154278	446	446
2155623	457	457
2156986	452	452
2158281	427	427
2159638	452	452
2160839	420	420
2162253	446	446
2163573	451	451
2164813	418	418
2166241	455	455
2167490	439	439
2168930	459	459
2170193	439	439
2171614	461	461
2172939	459	459
2174320	444	444
2175702	458	458
2176978	442	442
2178338	436	436
2179784	474	474
2181098	448	448
2182400	440	440
2183797	462	462
2185070	433	433
2186438	437	437
2187814	467	467
2189199	469	469
2190588	446	446
2191913	453	453
2193240	446	446
2194696	468	468
2195887	416	416
2197275	448	448
2198701	468	468
2199984	444	444
2201291	439	439
2202742	458	458
2203989	437	437
2205301	426	426
2206582	435	435
2207939	451	451
2209231	440	440
2210582	430	430
2211869	443	443
2213251	454	454
2214568	435	435
2215816	409	409
2217163	455	455
2218571	460	460
2219900	455	455
2221335	473	473
2222601	427	427
2224059	472	472
2225298	434	434
2226656	443	443
2228040	464	464
2229376	448	448
2230734	434	434
2231930	422	422
2233334	443	443
2234617	442	442
2235962	447	447
2237390	462	462
2238670	448	448
2239995	437	437
2241357	450	450
2242709	445	445
2243968	436	436
2245379	442	442
2246728	448	448
2248054	471	471
2249358	416	416
2250684	460	460
2252068	446	446
2253444	452	452
2254731	438	438
2256122	441	441
2257397	453	453
2258691	428	428
2260010	424	424
2261323	456	456
2262660	429	429
2263984	455	455
2265323	433	433
2266611	431	431
2267968	460	460
2269351	450	450
2270691	455	455
2272069	455	455
2273418	452	452
2274801	459	459
2276132	456	456
2277439	420	420
2278842	470	470
2280212	452	452
2281532	456	456
2282899	450	450
2284246	441	441
2285595	457	457
2287023	455	455
2288340	455	455
2289727	457	457
2291098	452	452
2292401	440	440
2293770	455	455
2295078	441	441
2296497	455	455
2297873	465	465
2299161	439	439
2300601	461	461
2301923	462	462
2303335	461	461
2304715	451	451
2306014	440	440
2307344	445	445
2308634	436	436
2309986	443	443
2311371	450	450
2312627	442	442
2314097	462	462
2315409	453	453
2316746	440	440
2318120	455	455
2319463	461	461
2320858	455	455
2322276	464	464
2323685	479	479
2325059	454	454
2326062	485	485
2327403	445	445
2328727	462	462
2330166	462	462
2331501	455	455
2332932	466	466
2334282	451	451
2335702	474	474
2337020	446	446
2338344	445	445
2339675	428	428
2341031	464	464
2342484	473	473
2343932	469	469
2345304	470	470
2346592	434	434
