SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
2347607	484	484
2348988	473	473
2350388	464	464
2351698	449	449
2353144	461	461
2354475	462	462
2355834	441	441
2356856	493	493
2357861	506	506
2359229	469	469
2360588	452	452
2361963	464	464
2362970	501	501
2364351	464	464
2365803	461	461
2367167	474	474
2368532	459	459
2369970	464	464
2371216	432	432
2372607	455	455
2373620	492	492
2374921	445	445
2375960	481	481
2377242	439	439
2378625	466	466
2380032	468	468
2381447	464	464
2382449	486	486
2383792	470	470
2384850	488	488
2386244	466	466
2387601	470	470
2389015	464	464
2390413	460	460
2391798	468	468
2393156	467	467
2394669	477	477
2396101	478	478
2397534	488	488
2398538	486	486
2399894	468	468
2400901	491	491
2402277	461	461
2403280	480	480
2404661	467	467
2406050	462	462
2407059	482	482
2408443	477	477
2409782	452	452
2411276	478	478
2412697	472	472
2414058	467	467
2415452	455	455
2416936	488	488
2418240	463	463
2419711	458	458
2420997	452	452
2422376	455	455
2423394	487	487
2424762	463	463
2426133	466	466
2427586	467	467
2428933	452	452
2430297	457	457
2431708	456	456
2432965	448	448
2434012	470	470
2435293	456	456
2436701	451	451
2438081	474	474
2439476	463	463
2440879	451	451
2442190	449	449
2443493	434	434
2445030	489	489
2446295	456	456
2447354	486	486
2448658	463	463
2450050	440	440
2451475	474	474
2452794	460	460
2454217	463	463
2455658	470	470
2456948	451	451
2457961	486	486
2459286	452	452
2460303	479	479
2461691	480	480
2463116	458	458
2464480	456	456
2465854	468	468
2467290	469	469
2468679	469	469
2469993	450	450
2471500	473	473
2472821	460	460
2473823	479	479
2475170	457	457
2476577	469	469
2477919	455	455
2478956	494	494
2480246	450	450
2481276	469	469
2482626	463	463
2483891	426	426
2485218	448	448
2486227	478	478
2487566	439	439
2488965	471	471
2490220	432	432
2491585	452	452
2492988	461	461
2494310	449	449
2495693	454	454
2497037	443	443
2498385	450	450
2499721	461	461
2501049	433	433
2502401	438	438
2503779	460	460
2505115	465	465
2506492	445	445
2507844	463	463
2509171	443	443
2510598	453	453
2511962	459	459
2513274	443	443
2514717	471	471
2515999	447	447
2517399	441	441
2518736	465	465
2519743	474	474
2521011	442	442
2522466	459	459
2523734	445	445
2525099	447	447
2526487	463	463
2527822	443	443
2529172	462	462
2530559	441	441
2531991	480	480
2533289	454	454
2534675	445	445
2536112	466	466
2537468	468	468
2538468	484	484
2539840	462	462
2541229	456	456
2542689	480	480
2543916	438	438
2545282	448	448
2546660	450	450
2548065	464	464
2549369	452	452
2550712	440	440
2552147	467	467
2553422	446	446
2554794	441	441
2556121	445	445
2557569	478	478
2558922	450	450
2560252	457	457
2561664	448	448
2563111	487	487
2564403	434	434
2565841	466	466
2567202	475	475
2568528	448	448
2569954	449	449
2571303	466	466
2572710	465	465
2574140	469	469
2575518	461	461
2576840	453	453
2577865	485	485
2579179	455	455
2580242	475	475
2581605	488	488
2583069	469	469
2584371	454	454
2585758	464	464
2587239	473	473
2588547	462	462
2589937	443	443
2591385	479	479
2592775	466	466
2594185	476	476
2595530	446	446
2597021	487	487
2598411	468	468
2599718	456	456
2600762	493	493
2601764	484	484
2603103	467	467
2604567	471	471
2606023	482	482
2607347	460	460
2608867	482	482
2610237	476	476
2611649	468	468
2612654	483	483
2614014	463	463
2615330	446	446
2616340	480	480
2617751	479	479
2619204	475	475
2620622	475	475
2622035	480	480
2623463	473	473
2624885	470	470
2626290	469	469
2627697	469	469
2629086	468	468
2630107	485	485
2631442	465	465
2632866	467	467
2634259	470	470
2635706	469	469
2637102	470	470
2638454	462	462
2639876	453	453
2641229	466	466
2642294	491	491
2643564	458	458
2644943	445	445
2646309	459	459
2647700	459	459
2648714	491	491
2650030	449	449
2651363	449	449
2652712	453	453
2654041	443	443
2655425	453	453
2656827	462	462
2658288	475	475
2659622	470	470
2660644	474	474
2662022	477	477
2663456	462	462
2664814	474	474
2665824	464	464
2667310	497	497
2668604	458	458
2670064	461	461
2671414	468	468
2672824	455	455
2674274	478	478
2675577	453	453
2676594	484	484
2677972	465	465
2679388	465	465
2680730	465	465
2682181	469	469
2683583	467	467
2684917	456	456
2685972	475	475
2687294	479	479
2688702	457	457
2689712	484	484
2691015	463	463
2692436	453	453
2693894	474	474
2695298	480	480
2696624	457	457
2698057	464	464
2699389	455	455
2700771	460	460
2702199	463	463
2703581	460	460
2704638	513	513
2705941	463	463
2707342	440	440
2708652	455	455
2710051	460	460
2711429	459	459
2712448	488	488
2713710	436	436
2715107	445	445
2716550	473	473
2717866	459	459
2719255	451	451
2720578	453	453
2722017	469	469
2723521	483	483
2724796	456	456
2726272	470	470
2727611	457	457
2728995	461	461
2730396	467	467
2731404	481	481
2732863	483	483
2734304	494	494
2735707	469	469
2736734	499	499
2738071	470	470
2739223	529	529
2740505	455	455
2741540	472	472
2742540	514	514
2743804	438	438
2745243	453	453
2746588	462	462
2747974	462	462
2749367	459	459
2750747	461	461
2752048	435	435
2753361	444	444
2754368	477	477
2755757	466	466
2757147	469	469
2758561	471	471
2759567	480	480
2760943	467	467
2762416	477	477
2763749	459	459
2765071	443	443
2766464	463	463
2767911	468	468
2769291	464	464
2770609	456	456
2771919	428	428
2773347	467	467
2774704	473	473
2776058	436	436
2777404	451	451
2778816	465	465
2780160	446	446
2781500	463	463
2782931	463	463
2784238	445	445
2785663	459	459
2786982	454	454
2788320	433	433
2789726	466	466
2791067	469	469
2792469	444	444
2793918	478	478
2795186	449	449
2796598	446	446
2798067	490	490
2799316	439	439
2800730	450	450
2802107	451	451
2803432	470	470
2804448	456	456
2805786	483	483
2807154	440	440
2808499	457	457
2809907	456	456
2811342	477	477
2812664	452	452
2814104	468	468
2815439	458	458
2816852	461	461
2818301	474	474
2819739	475	475
2821234	497	497
2822624	473	473
2824030	470	470
2825422	456	456
2826828	478	478
2828166	451	451
2829652	479	479
2830660	496	496
2831975	452	452
2833392	457	457
2834731	459	459
2836195	474	474
2837616	477	477
2838981	458	458
2840355	463	463
2841792	469	469
2843166	470	470
2844182	480	480
2845480	449	449
2846994	478	478
2848464	498	498
2849770	452	452
2850790	473	473
2852168	475	475
2853603	474	474
2854955	451	451
2856333	463	463
2857722	464	464
2858728	485	485
2859734	481	481
2861038	469	469
2862039	458	458
2863335	461	461
2864755	450	450
2866056	456	456
2867076	469	469
2868391	465	465
2869841	458	458
2871257	478	478
2872525	439	439
2873925	443	443
2875310	470	470
2876336	496	496
2877605	447	447
2878999	459	459
2880402	459	459
2881786	468	468
2883155	453	453
2884566	469	469
2885929	461	461
2887285	445	445
2888778	478	478
2890118	475	475
2891123	452	452
2892437	476	476
2893872	457	457
2895188	447	447
2896577	456	456
2897918	465	465
2898924	462	462
2900254	458	458
2901260	480	480
2902523	428	428
2903999	475	475
2905286	454	454
2906616	434	434
2907618	481	481
2908916	442	442
2910302	463	463
2911303	479	479
2912626	447	447
2914045	465	465
2915414	464	464
2916762	458	458
2918074	429	429
2919415	458	458
2920858	457	457
2922185	455	455
2923211	467	467
2924473	461	461
2925852	440	440
2927276	469	469
2928484	427	427
2929966	469	469
2931210	438	438
2932217	473	473
2933593	472	472
2935089	476	476
2936475	476	476
2937479	484	484
2938760	447	447
2940093	423	423
2941512	471	471
2942524	497	497
2943753	426	426
2945253	468	468
2946659	481	481
2947915	431	431
2949272	441	441
2950580	436	436
2951949	453	453
2953295	447	447
2954719	474	474
2956044	452	452
2957446	457	457
2958895	477	477
2960296	481	481
2961675	461	461
2963012	435	435
2964424	469	469
2965885	485	485
2967245	456	456
2968630	459	459
2970016	467	467
2971383	456	456
2972740	444	444
2974118	461	461
2975526	462	462
2976540	501	501
2977941	457	457
2979318	471	471
2980697	467	467
2982178	473	473
2983417	442	442
2984482	506	506
2985780	450	450
2987200	458	458
2988677	477	477
2990031	471	471
2991412	459	459
2992414	476	476
2993738	460	460
2995151	464	464
2996495	445	445
2997878	469	469
2999277	456	456
3000631	464	464
3002063	463	463
3003430	456	456
3004830	470	470
3006148	442	442
3007536	466	466
3008882	441	441
3010312	477	477
3011708	462	462
3013120	474	474
3014438	446	446
3015867	457	457
3017254	468	468
3018517	438	438
3019517	480	480
3020894	467	467
3022156	423	423
3023165	473	473
3024441	447	447
3025813	438	438
3027129	453	453
3028530	456	456
3029942	455	455
3031293	467	467
3032692	470	470
3034172	476	476
3035578	481	481
3036972	462	462
3037977	478	478
3039337	471	471
3040344	468	468
3041691	469	469
3043082	453	453
3044409	466	466
3045478	496	496
3046771	454	454
3048218	454	454
3049720	498	498
3050933	433	433
3052375	459	459
3053729	467	467
3055163	461	461
3056475	446	446
3057816	446	446
3059227	469	469
3060476	428	428
3061488	474	474
3062859	467	467
3063866	483	483
3065197	453	453
3066568	445	445
3067829	435	435
3069203	449	449
3070261	500	500
3071663	486	486
3073061	467	467
3074063	481	481
3075345	439	439
3076740	450	450
3077749	494	494
3079002	415	415
3080457	469	469
3081766	459	459
3083088	433	433
3084423	449	449
3085854	466	466
3087261	466	466
3088544	453	453
3089891	431	431
3091259	455	455
3092552	446	446
3093928	444	444
3094945	484	484
3096251	464	464
3097691	463	463
3099171	486	486
3100553	476	476
3101864	439	439
3103216	450	450
3104502	435	435
3105916	449	449
3107226	453	453
3108238	465	465
3109557	473	473
3110936	434	434
3111947	500	500
3113329	455	455
3114618	456	456
3116002	440	440
3117371	473	473
3118683	436	436
3119995	432	432
3121305	441	441
3122688	451	451
3124116	473	473
3125460	465	465
3126828	440	440
3128302	482	482
3129624	462	462
3131057	458	458
3132353	439	439
3133360	485	485
3134599	429	429
3136043	459	459
3137330	443	443
3138675	439	439
3140095	466	466
3141449	457	457
3142860	476	476
3144182	450	450
3145580	442	442
3146840	441	441
3148211	441	441
3149524	443	443
3150885	451	451
3152303	468	468
3153684	453	453
3155013	470	470
3156415	438	438
3157700	448	448
3159127	471	471
3160416	428	428
3161845	474	474
3163289	463	463
3164595	464	464
3166130	479	479
3167377	448	448
3168775	451	451
3170156	455	455
3171478	451	451
3172822	447	447
3174262	469	469
3175577	455	455
3176604	499	499
3177987	458	458
3179337	454	454
3180679	451	451
3182086	466	466
3183416	444	444
3184748	448	448
3186170	466	466
3187558	469	469
3188924	449	449
3190238	439	439
3191645	456	456
3192970	467	467
3194384	446	446
3195765	468	468
3197148	468	468
3198503	449	449
3199822	439	439
3201169	444	444
3202501	452	452
3203848	451	451
3205240	450	450
3206592	454	454
3207612	490	490
3208896	436	436
3210238	445	445
3211251	485	485
3212688	486	486
3214008	458	458
3215454	453	453
3216794	462	462
3218222	472	472
3219594	452	452
3220987	473	473
3222283	440	440
3223706	461	461
3225100	462	462
3226425	459	459
3227925	466	466
3229164	436	436
3230540	461	461
3231908	446	446
3233324	474	474
3234572	428	428
3235969	443	443
3237359	464	464
3238679	452	452
3239697	482	482
3241030	444	444
3242351	451	451
3243752	462	462
3245134	447	447
3246544	474	474
3247894	464	464
3249240	445	445
3250723	473	473
3252117	478	478
3253131	490	490
3254388	434	434
3255748	436	436
3257097	463	463
3258106	476	476
3259451	457	457
3260462	484	484
3261758	454	454
3263222	470	470
3264501	450	450
3265523	476	476
3266887	454	454
3268275	472	472
3269653	462	462
3271101	470	470
3272443	456	456
3273800	453	453
3275141	455	455
3276601	463	463
3277935	456	456
3279365	466	466
3280699	453	453
3281712	490	490
3283057	460	460
3284381	451	451
3285741	439	439
3286942	409	409
3288313	456	456
3289658	451	451
3291033	436	436
3292256	425	425
3293596	444	444
3294873	420	420
3296264	468	468
3297651	454	454
3298941	437	437
3300282	445	445
3301619	446	446
3303056	460	460
3304410	463	463
3305776	451	451
3307123	457	457
3308453	444	444
3309830	463	463
3311127	439	439
3312515	444	444
3313853	448	448
3315201	448	448
3316556	451	451
3317877	442	442
3318882	482	482
3320170	437	437
3321607	475	475
3323060	471	471
3324458	469	469
3325826	468	468
3327146	439	439
3328489	446	446
3329772	438	438
3331134	437	437
3332532	468	468
3333904	457	457
3335202	437	437
3336657	465	465
3338006	468	468
3339373	448	448
3340723	454	454
3342027	448	448
3343378	440	440
3344695	449	449
3346114	461	461
3347550	465	465
3348880	456	456
3350206	438	438
3351624	468	468
3352959	466	466
3353978	473	473
3355234	436	436
3356698	466	466
3358101	470	470
3359490	461	461
3360809	447	447
3362162	457	457
3363514	440	440
3364952	478	478
3366281	460	460
3367689	446	446
3368977	452	452
3370386	449	449
3371763	468	468
3373138	452	452
3374547	466	466
3375810	435	435
3377170	441	441
3378560	470	470
3379566	480	480
3380961	464	464
3382296	464	464
3383750	469	469
3385046	438	438
3386404	449	449
3387762	460	460
3389140	447	447
3390151	485	485
3391351	433	433
3392774	453	453
3394128	461	461
3395523	463	463
3396568	490	490
3397997	488	488
3399365	464	464
3400777	458	458
3402121	464	464
3403574	466	466
3404870	450	450
3406308	466	466
3407707	466	466
3409057	465	465
3410078	475	475
3411493	477	477
3412926	482	482
3414380	473	473
3415727	471	471
3417257	474	474
3418641	478	478
3419983	463	463
3421495	481	481
3422959	494	494
3424343	475	475
3425739	452	452
3427181	480	480
3428565	474	474
3429984	459	459
3431341	464	464
3432781	471	471
3434182	477	477
3435187	478	478
3436556	462	462
3437876	456	456
3438918	490	490
3440259	461	461
3441703	465	465
3443131	483	483
3444484	461	461
3445938	466	466
3447332	462	462
3448649	465	465
3449672	469	469
3450941	451	451
3452343	445	445
3453653	458	458
3454674	490	490
3455977	447	447
3457471	468	468
3458927	492	492
3460241	458	458
3461273	469	469
3462284	518	518
3463638	458	458
3464978	447	447
3466371	461	461
3467377	488	488
3468656	450	450
3470127	467	467
3471488	470	470
3472492	469	469
3473794	463	463
3475195	448	448
3476609	469	469
3477949	459	459
3479355	456	456
3480808	486	486
3482109	449	449
3483486	447	447
3484495	486	486
3485823	465	465
3486831	474	474
3488129	444	444
3489531	464	464
3490936	464	464
3492321	458	458
3493688	464	464
3495107	468	468
3496115	498	498
3497124	488	488
3498465	457	457
3499911	464	464
3501376	488	488
3502816	486	486
3504132	439	439
3505550	467	467
3506922	464	464
3508288	458	458
3509719	472	472
3511084	468	468
3512094	467	467
3513469	483	483
3514486	483	483
3515863	467	467
3517232	462	462
3518662	464	464
3520075	472	472
3521456	467	467
3522949	484	484
3524355	480	480
3525370	488	488
3526688	456	456
3528165	466	466
3529527	462	462
3530872	463	463
3531903	482	482
3533186	445	445
3534728	485	485
3536179	493	493
3537179	495	495
3538578	475	475
3539617	494	494
3540948	473	473
3541984	507	507
3543335	461	461
3544841	473	473
3546225	475	475
3547643	470	470
3548680	505	505
3549682	497	497
3551001	450	450
3552026	479	479
3553449	487	487
3554481	511	511
3555897	473	473
3557424	497	497
3558448	510	510
3559455	507	507
3560567	531	531
3561886	480	480
3562967	481	481
3564283	473	473
3565701	459	459
3567224	488	488
3568626	482	482
3569962	466	466
3570968	467	467
3572363	468	468
3573789	478	478
3574792	486	486
3576150	456	456
3577638	485	485
3578967	466	466
3580003	495	495
3581447	474	474
3582456	500	500
3583844	474	474
3584850	483	483
3586150	447	447
3587162	477	477
3588187	496	496
3589506	463	463
3590887	448	448
3592274	468	468
3593341	494	494
3594665	476	476
3595668	479	479
3597017	464	464
3598073	502	502
3599430	469	469
3600920	477	477
3602278	463	463
3603663	467	467
3605073	465	465
3606491	473	473
3607493	482	482
3608838	447	447
3610167	457	457
3611524	451	451
3612923	446	446
3614260	464	464
3615324	480	480
3616606	461	461
3618058	462	462
3619564	495	495
3620849	459	459
3622291	455	455
3623807	502	502
3625088	446	446
3626511	467	467
3627810	439	439
3628820	480	480
3630175	459	459
3631605	477	477
3633063	470	470
3634376	459	459
3635786	455	455
3637155	463	463
3638546	463	463
3639914	465	465
3641381	467	467
3642736	474	474
3643740	472	472
3645098	471	471
3646110	476	476
3647450	444	444
3648824	458	458
3650148	454	454
3651596	473	473
3653057	472	472
3654436	476	476
3655897	481	481
3657275	470	470
3658697	469	469
3659710	487	487
3661058	469	469
3662072	494	494
3663431	451	451
3664476	505	505
3665774	449	449
3666794	491	491
3668169	469	469
3669586	468	468
3670953	460	460
3671978	480	480
3673313	451	451
3674753	476	476
3676152	466	466
3677157	494	494
3678163	503	503
3679530	459	459
3680895	463	463
3681946	483	483
3683235	458	458
3684253	478	478
3685656	478	478
3687111	476	476
3688500	470	470
3689977	483	483
3691325	461	461
3692713	467	467
3694108	462	462
3695131	482	482
3696443	462	462
3697493	477	477
3698777	452	452
3700222	461	461
3701654	473	473
3702948	456	456
3703976	476	476
3705258	448	448
3706654	449	449
3708022	457	457
3709056	497	497
3710285	441	441
3711714	452	452
3713094	457	457
3714430	470	470
3715842	451	451
3717247	469	469
3718592	447	447
3720035	473	473
3721290	446	446
3722706	449	449
3724041	458	458
3725446	463	463
3726849	448	448
3728200	467	467
3729541	461	461
3730924	446	446
3732209	442	442
3733597	444	444
3735046	476	476
3736403	470	470
3737757	445	445
3739191	467	467
3740448	440	440
3741802	436	436
3743156	452	452
3744559	465	465
3745968	471	471
3747316	455	455
3748761	468	468
3750173	477	477
3751621	473	473
3752936	456	456
3754315	456	456
3755317	478	478
3756697	468	468
3758074	460	460
3759468	459	459
3760782	448	448
3762158	455	455
3763641	475	475
3765093	490	490
3766499	474	474
3767515	484	484
3768900	475	475
3770317	466	466
3771724	474	474
3772726	488	488
3774128	480	480
3775508	456	456
3776927	474	474
3778319	460	460
3779320	488	488
3780610	446	446
3781646	476	476
3783002	472	472
3784416	463	463
3785793	462	462
3787148	457	457
3788157	489	489
3789482	459	459
3790900	447	447
3792298	476	476
3793679	464	464
3795056	458	458
3796478	465	465
3797870	463	463
3799266	467	467
3800664	470	470
3802073	468	468
3803508	470	470
3804554	509	509
3805965	478	478
3807370	478	478
3808795	475	475
3810237	467	467
3811646	477	477
3813008	466	466
3814023	475	475
3815342	467	467
3816777	453	453
3818162	469	469
3819187	496	496
3820569	472	472
3822002	476	476
3823460	481	481
3824464	491	491
3825890	477	477
3827233	465	465
3828240	469	469
3829649	484	484
3830998	460	460
3832557	489	489
3833944	484	484
3835301	451	451
3836306	487	487
3837701	480	480
3839104	467	467
3840582	463	463
3841978	482	482
3843320	465	465
3844796	462	462
3846155	483	483
3847185	480	480
3848489	457	457
3849491	466	466
3850507	513	513
3851862	474	474
3853287	458	458
3854682	471	471
3856044	445	445
3857494	476	476
3858880	465	465
3860263	475	475
3861666	463	463
3863152	478	478
3864584	486	486
3865593	493	493
3866838	432	432
3868308	467	467
3869759	474	474
3871129	474	474
3872546	473	473
3874011	472	472
3875517	503	503
3876828	460	460
3878367	484	484
3879735	465	465
3881024	444	444
3882484	463	463
3883835	465	465
3885225	462	462
3886260	492	492
3887739	497	497
3889122	482	482
3890144	490	490
3891505	464	464
3892950	476	476
3893969	493	493
3895215	432	432
3896238	480	480
3897595	470	470
3899067	466	466
3900497	483	483
3901888	474	474
3903369	479	479
3904756	470	470
3905770	502	502
3907187	477	477
3908231	508	508
3909239	495	495
3910591	473	473
3911671	502	502
3913041	471	471
3914487	467	467
3915872	479	479
3917292	461	461
3918569	434	434
3919955	449	449
3921358	474	474
3922717	456	456
3924130	473	473
3925516	458	458
3926926	467	467
3928348	468	468
3929746	470	470
3931052	451	451
3932546	470	470
3933862	461	461
3935194	445	445
3936596	452	452
3937972	471	471
3938974	471	471
3940360	474	474
3941363	476	476
3942740	479	479
3944263	478	478
3945537	464	464
3946976	457	457
3948424	484	484
3949832	478	478
3951252	463	463
3952586	468	468
3954018	462	462
3955024	485	485
3956339	449	449
3957782	473	473
3959192	464	464
3960620	482	482
3961628	485	485
3962916	448	448
3964275	451	451
3965788	481	481
3967252	493	493
3968610	475	475
3970095	472	472
3971488	473	473
3972853	469	469
3973869	490	490
3974876	487	487
3976147	449	449
3977227	508	508
3978494	441	441
3979520	488	488
3980895	460	460
3982328	474	474
3983702	463	463
3985075	458	458
3986497	465	465
3987831	459	459
3989244	461	461
3990606	448	448
3992008	475	475
3993353	455	455
3994747	453	453
3995764	492	492
3997016	433	433
3998034	490	490
3999043	486	486
4000368	450	450
4001719	452	452
4003127	458	458
4004583	478	478
4005922	466	466
4007333	453	453
4008753	479	479
4010095	443	443
4011558	484	484
4012852	447	447
4014323	472	472
4015760	481	481
4017066	460	460
4018458	434	434
4019835	468	468
4021212	471	471
4022619	459	459
4024096	475	475
4025396	467	467
4026842	456	456
4028182	451	451
4029591	472	472
4030879	436	436
4032212	444	444
4033595	448	448
4034897	451	451
4036319	458	458
4037714	467	467
4038940	426	426
4040336	452	452
4041718	461	461
4043079	457	457
4044456	449	449
4045846	466	466
4047100	425	425
4048550	465	465
4049791	438	438
4051189	442	442
4052620	478	478
4053973	453	453
4055349	462	462
4056710	464	464
4058104	459	459
4059492	461	461
4060868	460	460
4062260	448	448
4063613	470	470
4064968	452	452
4066377	453	453
4067820	483	483
4069323	488	488
4070597	448	448
4072032	465	465
4073464	469	469
4074851	470	470
4076268	473	473
4077606	458	458
4079047	467	467
4080426	468	468
4081857	469	469
4083242	468	468
4084615	446	446
4086015	463	463
4087339	452	452
4088742	464	464
4090171	465	465
4091463	456	456
4092882	456	456
4094283	461	461
4095604	459	459
4096983	455	455
4098451	476	476
4099755	449	449
4101183	459	459
4102531	459	459
4104001	475	475
4105379	465	465
4106759	466	466
4108177	468	468
4109579	456	456
4110913	469	469
4112335	456	456
4113738	468	468
4115117	465	465
4116510	465	465
4117826	442	442
4118828	481	481
4120111	447	447
4121124	483	483
4122446	453	453
4123856	461	461
4125191	452	452
4126581	451	451
4127961	466	466
4129403	470	470
4130754	469	469
4132190	460	460
4133510	461	461
4134567	489	489
4135913	471	471
4137278	441	441
4138283	474	474
4139504	437	437
4140981	475	475
4142411	473	473
4143733	462	462
4144739	466	466
4146023	450	450
4147497	459	459
4148747	443	443
4150201	471	471
4151615	471	471
4153047	474	474
4154390	457	457
4155467	492	492
4156752	462	462
4158150	447	447
4159595	482	482
4160882	444	444
4162328	468	468
4163742	468	468
4165149	465	465
4166401	438	438
4167790	454	454
4169171	448	448
4170536	472	472
4171985	473	473
4173361	465	465
4174774	468	468
4175787	501	501
4177206	470	470
4178670	487	487
4179960	450	450
4181332	442	442
4182585	426	426
4183976	455	455
4185377	453	453
4186661	447	447
4188048	449	449
4189440	458	458
4190787	462	462
4192172	448	448
4193462	450	450
4194496	481	481
4195751	439	439
4197254	472	472
4198573	461	461
4199598	476	476
4200836	434	434
4202283	462	462
4203661	461	461
4204961	442	442
4206430	473	473
4207759	466	466
4209194	459	459
4210540	458	458
4211931	460	460
4212953	486	486
4214203	443	443
4215650	467	467
4217045	469	469
4218377	449	449
4219392	481	481
4220697	437	437
4222115	462	462
4223393	440	440
4224766	454	454
4226130	461	461
4227505	459	459
4228511	483	483
4229823	454	454
4231231	450	450
4232573	460	460
4233921	451	451
4235255	452	452
4236261	457	457
4237578	469	469
4238991	449	449
4240342	465	465
4241805	463	463
4243203	470	470
4244482	454	454
4245906	450	450
4247215	440	440
4248543	459	459
4249923	448	448
4251351	473	473
4252625	434	434
4254028	451	451
4255335	458	458
4256676	441	441
4257999	443	443
4259050	490	490
4260269	432	432
4261651	436	436
4263036	472	472
4264488	471	471
4265849	469	469
4267200	455	455
4268579	453	453
4270012	471	471
4271341	443	443
4272728	465	465
4274090	459	459
4275556	473	473
4276833	446	446
4278309	473	473
4279747	475	475
4281006	443	443
4282450	462	462
4283855	471	471
4285203	454	454
4286607	454	454
4287623	495	495
4288886	439	439
4290343	473	473
4291641	460	460
4293034	437	437
4294431	463	463
4295810	471	471
4297210	466	466
4298651	470	470
4300001	465	465
4301402	457	457
4302771	457	457
4304114	464	464
4305556	463	463
4306932	462	462
4308252	449	449
4309613	449	449
4311115	482	482
4312457	462	462
4313846	466	466
4314850	477	477
4316199	458	458
4317573	464	464
4318578	478	478
4319943	469	469
4321417	477	477
4322818	472	472
4324211	470	470
4325214	505	505
4326678	466	466
4328072	478	478
4329434	456	456
4330870	467	467
4332224	457	457
4333560	452	452
4334942	463	463
4336417	462	462
4337752	470	470
4339093	458	458
4340515	455	455
4341861	459	459
4343260	457	457
4344719	468	468
4346098	476	476
4347118	493	493
4348454	463	463
4349892	459	459
4351215	455	455
4352663	472	472
4354104	481	481
4355533	474	474
4356887	452	452
4358197	455	455
4359201	467	467
4360218	508	508
4361529	457	457
4362536	490	490
4363546	477	477
4364867	449	449
4366255	462	462
4367657	460	460
4369077	475	475
4370479	478	478
4371931	467	467
4373224	453	453
4374634	465	465
4376065	471	471
4377443	465	465
4378475	503	503
4379764	443	443
4381173	451	451
4382560	468	468
4383568	479	479
4384910	466	466
4386247	452	452
4387583	446	446
4388591	477	477
4389896	453	453
4390913	475	475
4392250	455	455
4393730	477	477
4395092	475	475
4396534	469	469
4397978	476	476
4399268	437	437
4400714	473	473
4402233	496	496
4403559	463	463
4404960	452	452
4406328	469	469
4407687	455	455
4409036	448	448
4410416	452	452
4411777	462	462
4413207	462	462
4414584	471	471
4415923	456	456
4417361	452	452
4418688	458	458
4420069	465	465
4421454	450	450
4422906	476	476
4424233	444	444
4425586	448	448
4426962	463	463
4428338	456	456
4429696	450	450
4431003	458	458
4432381	435	435
4433783	474	474
4435167	465	465
4436584	458	458
4438021	489	489
4439364	451	451
4440805	467	467
4442167	466	466
4443507	445	445
4444900	459	459
4446240	465	465
4447698	455	455
4449098	477	477
4450403	447	447
4451818	455	455
4453232	478	478
4454575	452	452
4455581	481	481
4457019	486	486
4458387	454	454
4459849	477	477
4461104	444	444
4462480	451	451
4463867	452	452
4465233	465	465
4466598	453	453
4468061	466	466
4469303	445	445
4470766	457	457
4472016	441	441
4473036	461	461
4474372	464	464
4475689	440	440
4476995	456	456
4478391	441	441
4479774	469	469
4481119	451	451
4482451	447	447
4483832	451	451
4484839	488	488
4486135	453	453
4487502	432	432
4488955	482	482
4490268	453	453
4491729	465	465
4493143	474	474
4494605	490	490
4495950	467	467
4497359	457	457
4498680	455	455
4499719	489	489
4501034	453	453
4502506	469	469
4503823	467	467
4504871	474	474
4506146	452	452
4507535	450	450
4508948	465	465
4510367	480	480
4511727	454	454
4513087	461	461
4514427	434	434
4515757	453	453
4517136	457	457
4518589	467	467
4519970	471	471
4521385	457	457
4522746	471	471
4524019	430	430
4525442	456	456
4526765	452	452
4528195	466	466
4529517	463	463
4530961	456	456
4532308	462	462
4533723	464	464
4535077	448	448
4536499	469	469
4537874	461	461
4539210	458	458
4540626	464	464
4542028	466	466
4543339	455	455
4544718	443	443
4546022	448	448
4547043	466	466
4548397	466	466
4549792	467	467
4551184	454	454
4552531	458	458
4553911	444	444
4555164	440	440
4556622	472	472
4558005	468	468
4559406	464	464
4560696	436	436
4562078	458	458
4563451	455	455
4564806	460	460
4566195	446	446
4567536	465	465
4568999	466	466
4570391	463	463
4571704	453	453
4573145	465	465
4574599	476	476
4575833	442	442
4577233	456	456
4578759	483	483
4580023	453	453
4581100	495	495
4582409	467	467
4583870	464	464
4585278	474	474
4586636	463	463
4587756	520	520
4589057	462	462
4590433	448	448
4591828	459	459
4593271	474	474
4594562	448	448
4596074	483	483
4597414	464	464
4598774	449	449
4600241	480	480
4601566	466	466
4602578	473	473
4603881	453	453
4605358	464	464
4606711	468	468
4608047	455	455
4609437	445	445
4610828	462	462
4612234	475	475
4613711	477	477
4615028	457	457
4616404	449	449
4617829	469	469
4619209	469	469
4620610	461	461
4621964	461	461
4623416	468	468
4624727	463	463
4626190	458	458
4627628	478	478
4628889	450	450
4630350	453	453
4631603	450	450
4632959	450	450
4634434	465	465
4635844	475	475
4637178	457	457
4638531	442	442
4639549	494	494
4640911	463	463
4642282	458	458
4643691	464	464
4645091	464	464
4646439	469	469
4647817	444	444
4649135	440	440
4650545	468	468
4652031	477	477
4653352	471	471
4654396	490	490
4655702	445	445
4657141	467	467
4658611	479	479
4659963	474	474
4661443	475	475
4662764	460	460
4663782	482	482
4665078	439	439
4666455	451	451
4667480	488	488
4668808	463	463
