SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
3666894	465	465
3667903	483	483
3668921	455	455
3669960	462	462
3670997	534	534
3672048	446	446
3673103	490	490
3674115	511	511
3675133	539	539
3676153	447	447
3677257	480	480
3678257	492	492
3679287	443	443
3680288	467	467
3681306	472	472
3682318	524	524
3683330	503	503
3684347	483	483
3685468	432	432
3686518	489	489
3687537	497	497
3688540	481	481
3689587	498	498
3690590	491	491
3691603	487	487
3692608	508	508
3693647	509	509
3694651	517	517
3695653	463	463
3696688	465	465
3697716	478	478
3698718	472	472
3699729	496	496
3700745	505	505
3701773	458	458
3702788	486	486
3703804	473	473
3704809	490	490
3705866	460	460
3706886	497	497
3707888	524	524
3708907	454	454
3709918	427	427
3711020	478	478
3712024	477	477
3713034	463	463
3714113	504	504
3715172	493	493
3716181	507	507
3717198	503	503
3718228	490	490
3719278	499	499
3720283	505	505
3721326	488	488
3722339	504	504
3723381	473	473
3724390	457	457
3725404	525	525
3726407	480	480
3727426	500	500
3728533	523	523
3729545	469	469
3730554	505	505
3731555	529	529
3732568	531	531
3733569	503	503
3734580	530	530
3735595	528	528
3736601	488	488
3737641	508	508
3738675	555	555
3739698	500	500
3740712	487	487
3741729	524	524
3742738	459	459
3743824	461	461
3744840	519	519
3745849	488	488
3746867	455	455
3747944	485	485
3749005	500	500
3750015	474	474
3751040	483	483
3752049	489	489
3753054	476	476
3754063	473	473
3755111	486	486
3756125	457	457
3757138	484	484
3758148	493	493
3759156	503	503
3760181	468	468
3761187	489	489
3762198	507	507
3763227	494	494
3764234	493	493
3765321	460	460
3766341	480	480
3767343	468	468
3768347	475	475
3769359	490	490
3770377	518	518
3771384	471	471
3772388	464	464
3773436	473	473
3774494	509	509
3775504	479	479
3776582	449	449
3777583	518	518
3778601	497	497
3779610	495	495
3780619	479	479
3781637	514	514
3782675	503	503
3783685	521	521
3784740	456	456
3785783	482	482
3786843	537	537
3787867	527	527
3788893	496	496
3789912	547	547
3790934	530	530
3791938	534	534
3792954	501	501
3793956	493	493
3794980	502	502
3795990	530	530
3796999	500	500
3798000	539	539
3799015	501	501
3800027	499	499
3801029	518	518
3802044	491	491
3803067	481	481
3804072	494	494
3805100	472	472
3806125	459	459
3807139	512	512
3808183	484	484
3809184	523	523
3810205	472	472
3811216	478	478
3812222	513	513
3813241	482	482
3814254	494	494
3815257	489	489
3816319	443	443
3817343	471	471
3818344	488	488
3819420	463	463
3820432	476	476
3821439	476	476
3822448	521	521
3823460	471	471
3824478	534	534
3825507	490	490
3826530	491	491
3827539	481	481
3828559	502	502
3829572	463	463
3830619	476	476
3831697	513	513
3832733	515	515
3833746	519	519
3834760	493	493
3835761	515	515
3836764	531	531
3837768	502	502
3838782	498	498
3839848	481	481
3840873	557	557
3841883	541	541
3842891	508	508
3843896	486	486
3844905	479	479
3845930	499	499
3846935	496	496
3847952	459	459
3848960	524	524
3850007	516	516
3851030	485	485
3852084	494	494
3853117	485	485
3854135	489	489
3855149	490	490
3856154	489	489
3857190	507	507
3858193	456	456
3859224	464	464
3860233	496	496
3861257	512	512
3862273	490	490
3863295	495	495
3864322	477	477
3865331	471	471
3866349	529	529
3867354	490	490
3868416	513	513
3869508	532	532
3870516	540	540
3871524	516	516
3872549	507	507
3873559	496	496
3874584	486	486
3875600	494	494
3876617	454	454
3877627	470	470
3878639	511	511
3879692	465	465
3880706	460	460
3881712	495	495
3882712	476	476
3883716	486	486
3884752	517	517
3885766	500	500
3886772	497	497
3887834	480	480
3888873	494	494
3889903	501	501
3890925	497	497
3891969	484	484
3893071	505	505
3894113	524	524
3895118	500	500
3896128	495	495
3897179	487	487
3898232	496	496
3899254	523	523
3900268	539	539
3901272	489	489
3902291	509	509
3903343	505	505
3904394	506	506
3905397	519	519
3906413	485	485
3907438	493	493
3908440	532	532
3909482	499	499
3910500	479	479
3911505	471	471
3912566	479	479
3913597	482	482
3914607	508	508
3915622	473	473
3916663	450	450
3917731	496	496
3918745	525	525
3919751	505	505
3920756	507	507
3921877	464	464
3922895	502	502
3923902	497	497
3924921	500	500
3925968	471	471
3926981	482	482
3927985	486	486
3928990	483	483
3929997	478	478
3931002	466	466
3932015	493	493
3933023	519	519
3934069	487	487
3935080	493	493
3936187	472	472
3937194	510	510
3938213	497	497
3939218	477	477
3940220	464	464
3941238	517	517
3942250	537	537
3943262	525	525
3944263	527	527
3945282	475	475
3946287	508	508
3947306	493	493
3948309	475	475
3949315	532	532
3950346	495	495
3951359	522	522
3952370	483	483
3953370	485	485
3954428	492	492
3955436	506	506
3956439	510	510
3957510	487	487
3958541	490	490
3959578	476	476
3960607	494	494
3961615	492	492
3962624	475	475
3963640	509	509
3964666	493	493
3965683	490	490
3966783	462	462
3967786	492	492
3968798	520	520
3969801	478	478
3970801	461	461
3971814	510	510
3972831	502	502
3973846	482	482
3974850	513	513
3975852	517	517
3976859	468	468
3977877	489	489
3978888	553	553
3979908	530	530
3980926	532	532
3981932	516	516
3982984	496	496
3983986	490	490
3985007	468	468
3986019	483	483
3987033	510	510
3988039	489	489
3989047	500	500
3990057	500	500
3991086	476	476
3992088	524	524
3993098	483	483
3994117	511	511
3995136	484	484
3996148	499	499
3997156	480	480
3998175	456	456
3999293	472	472
4000298	489	489
4001313	487	487
4002342	483	483
4003408	486	486
4004434	487	487
4005487	525	525
4006487	482	482
4007497	464	464
4008536	485	485
4009543	489	489
4010561	486	486
4011575	509	509
4012585	499	499
4013594	473	473
4014612	499	499
4015662	493	493
4016678	469	469
4017687	475	475
4018738	486	486
4019756	501	501
4020763	482	482
4021767	516	516
4022774	475	475
4023784	519	519
4024791	491	491
4025792	496	496
4026802	503	503
4027822	464	464
4028872	497	497
4029929	457	457
4030953	524	524
4031999	543	543
4033035	527	527
4034038	506	506
4035043	472	472
4036052	497	497
4037093	474	474
4038113	468	468
4039132	484	484
4040150	474	474
4041199	486	486
4042246	503	503
4043291	481	481
4044312	458	458
4045335	488	488
4046383	482	482
4047389	490	490
4048400	496	496
4049531	476	476
4050550	484	484
4051566	484	484
4052567	483	483
4053585	479	479
4054603	466	466
4055623	471	471
4056656	480	480
4057678	511	511
4058679	480	480
4059705	458	458
4060779	467	467
4061785	512	512
4062813	510	510
4063829	491	491
4064836	486	486
4065857	541	541
4066859	468	468
4067870	517	517
4068881	464	464
4069886	489	489
4070928	507	507
4071974	518	518
4072996	469	469
4074007	492	492
4075021	518	518
4076051	493	493
4077060	485	485
4078083	500	500
4079088	529	529
4080111	479	479
4081165	514	514
4082182	512	512
4083188	465	465
4084189	485	485
4085209	486	486
4086213	478	478
4087314	494	494
4088352	497	497
4089371	478	478
4090390	485	485
4091397	485	485
4092411	471	471
4093414	502	502
4094429	509	509
4095436	475	475
4096461	486	486
4097478	489	489
4098530	507	507
4099532	468	468
4100548	474	474
4101559	509	509
4102581	470	470
4103587	486	486
4104604	480	480
4105688	494	494
4106706	530	530
4107718	529	529
4108731	519	519
4109744	472	472
4110763	494	494
4111778	521	521
4112790	529	529
4113793	484	484
4114920	461	461
4115928	478	478
4116936	499	499
4117946	491	491
4118999	439	439
4120009	494	494
4121017	499	499
4122020	510	510
4123029	495	495
4124062	453	453
4125129	488	488
4126174	522	522
4127184	506	506
4128189	489	489
4129201	498	498
4130220	479	479
4131230	468	468
4132238	512	512
4133249	478	478
4134256	495	495
4135309	483	483
4136312	510	510
4137394	493	493
4138418	493	493
4139445	492	492
4140454	473	473
4141457	520	520
4142459	511	511
4143459	526	526
4144518	481	481
4145583	495	495
4146592	507	507
4147623	474	474
4148674	489	489
4149690	472	472
4150701	549	549
4151721	499	499
4152729	519	519
4153737	484	484
4154746	459	459
4155758	515	515
4156762	508	508
4157776	498	498
4158783	518	518
4159790	518	518
4160799	503	503
4161878	494	494
4162897	511	511
4163979	502	502
4164984	460	460
4165985	502	502
4167005	506	506
4168010	503	503
4169030	494	494
4170034	485	485
4171062	479	479
4172078	484	484
4173099	478	478
4174107	504	504
4175181	469	469
4176208	489	489
4177237	482	482
4178241	488	488
4179248	467	467
4180293	463	463
4181304	468	468
4182326	464	464
4183341	456	456
4184352	499	499
4185363	516	516
4186369	471	471
4187386	486	486
4188396	470	470
4189401	478	478
4190525	471	471
4191560	487	487
4192582	492	492
4193582	495	495
4194583	505	505
4195589	493	493
4196601	483	483
4197667	489	489
4198696	484	484
4199712	517	517
4200718	505	505
4201732	486	486
4202813	457	457
4203857	511	511
4204861	493	493
4205872	510	510
4206900	478	478
4207907	467	467
4208926	496	496
4209927	477	477
4210946	479	479
4212008	484	484
4213022	513	513
4214069	503	503
4215136	497	497
4216215	506	506
4217232	519	519
4218235	472	472
4219238	526	526
4220257	451	451
4221275	509	509
4222286	489	489
4223299	472	472
4224429	487	487
4225506	504	504
4226534	510	510
4227553	539	539
4228589	459	459
4229607	498	498
4230624	521	521
4231639	511	511
4232653	523	523
4233682	485	485
4234710	470	470
4235715	530	530
4236732	498	498
4237740	494	494
4238756	457	457
4239778	478	478
4240781	481	481
4241855	500	500
4242857	512	512
4243939	516	516
4244944	454	454
4245963	501	501
4246972	497	497
4248030	490	490
4249040	514	514
4250041	491	491
4251052	479	479
4252056	510	510
4253073	498	498
4254090	509	509
4255099	498	498
4256176	491	491
4257184	460	460
4258188	509	509
4259193	520	520
4260195	518	518
4261200	475	475
4262219	480	480
4263225	483	483
4264225	472	472
4265304	479	479
4266315	478	478
4267331	500	500
4268347	490	490
4269350	499	499
4270379	486	486
4271412	502	502
4272429	482	482
4273436	470	470
4274475	492	492
4275511	493	493
4276516	539	539
4277546	497	497
4278550	514	514
4279576	506	506
4280664	482	482
4281685	471	471
4282690	504	504
4283755	478	478
4284757	497	497
4285773	490	490
4286804	475	475
4287864	491	491
4288891	528	528
4289894	521	521
4290897	467	467
4291908	469	469
4292915	477	477
4293930	504	504
4294930	506	506
4295967	508	508
4296971	506	506
4298024	517	517
4299081	484	484
4300099	507	507
4301115	506	506
4302127	522	522
4303148	512	512
4304154	488	488
4305194	506	506
4306314	500	500
4307340	496	496
4308393	531	531
4309400	524	524
4310482	516	516
4311592	526	526
4312604	563	563
4313620	472	472
4314625	513	513
4315644	520	520
4316645	483	483
4317650	500	500
4318668	522	522
4319729	519	519
4320743	549	549
4321757	496	496
4322848	534	534
4323860	561	561
4324863	513	513
4325874	489	489
4326889	526	526
4327903	544	544
4328914	465	465
4329940	522	522
4330959	534	534
4331968	510	510
4332971	504	504
4334020	460	460
4335028	506	506
4336048	516	516
4337057	459	459
4338064	510	510
4339099	508	508
4340131	518	518
4341145	490	490
4342185	506	506
4343255	513	513
4344270	517	517
4345298	489	489
4346320	491	491
4347321	506	506
4348349	510	510
4349362	504	504
4350392	499	499
4351494	477	477
4352499	504	504
4353509	512	512
4354513	504	504
4355535	465	465
4356581	480	480
4357587	513	513
4358668	496	496
4359674	499	499
4360693	493	493
4361707	496	496
4362721	486	486
4363732	492	492
4364743	507	507
4365754	476	476
4366801	498	498
4367818	491	491
4368854	503	503
4369868	518	518
4370871	514	514
4371931	518	518
4372937	531	531
4373968	500	500
4374968	531	531
4376024	494	494
4377039	515	515
4378080	501	501
4379117	483	483
4380145	491	491
4381145	482	482
4382175	478	478
4383188	540	540
4384191	507	507
4385194	485	485
4386213	490	490
4387223	493	493
4388268	499	499
4389279	490	490
4390281	490	490
4391303	500	500
4392318	508	508
4393347	486	486
4394352	523	523
4395361	496	496
4396392	506	506
4397400	505	505
4398404	494	494
4399415	510	510
4400436	472	472
4401440	521	521
4402445	489	489
4403448	487	487
4404553	526	526
4405559	569	569
4406566	537	537
4407577	516	516
4408646	541	541
4409657	559	559
4410671	517	517
4411689	523	523
4412696	454	454
4413716	477	477
4414727	482	482
4415746	501	501
4416753	488	488
4417833	488	488
4418845	516	516
4419880	514	514
4420960	514	514
4421996	484	484
4423028	502	502
4424078	463	463
4425093	478	478
4426104	489	489
4427128	482	482
4428129	514	514
4429135	528	528
4430140	507	507
4431172	471	471
4432201	481	481
4433248	503	503
4434261	460	460
4435274	519	519
4436289	472	472
4437298	477	477
4438308	495	495
4439312	460	460
4440340	494	494
4441346	469	469
4442361	516	516
4443362	499	499
4444422	502	502
4445458	447	447
4446469	469	469
4447482	484	484
4448490	468	468
4449588	460	460
4450596	453	453
4451603	482	482
4452604	491	491
4453622	478	478
4454630	460	460
4455642	468	468
4456712	505	505
4457756	505	505
4458785	493	493
4459790	475	475
4460799	483	483
4461819	487	487
4462823	487	487
4463829	475	475
4464912	503	503
4465928	527	527
4466942	488	488
4467943	495	495
4468944	512	512
4469984	498	498
4470998	490	490
4472005	484	484
4473084	496	496
4474098	509	509
4475107	481	481
4476140	467	467
4477160	487	487
4478174	521	521
4479214	524	524
4480223	548	548
4481269	516	516
4482294	497	497
4483301	501	501
4484304	506	506
4485315	502	502
4486398	528	528
4487408	520	520
4488439	523	523
4489439	517	517
4490473	500	500
4491535	486	486
4492553	502	502
4493567	498	498
4494601	506	506
4495620	489	489
4496627	515	515
4497633	497	497
4498660	490	490
4499664	530	530
4500664	542	542
4501686	531	531
4502696	509	509
4503709	496	496
4504720	490	490
4505724	508	508
4506743	490	490
4507745	477	477
4508751	482	482
4509766	476	476
4510820	484	484
4511824	473	473
4512831	472	472
4513847	485	485
4514850	465	465
4515939	466	466
4516944	498	498
4517973	483	483
4519115	444	444
4520123	507	507
4521135	508	508
4522139	492	492
4523159	495	495
4524179	520	520
4525194	546	546
4526207	501	501
4527222	468	468
4528267	473	473
4529287	491	491
4530340	476	476
4531348	486	486
4532352	461	461
4533400	472	472
4534465	499	499
4535467	484	484
4536473	484	484
4537485	502	502
4538492	496	496
4539532	460	460
4540536	485	485
4541562	469	469
4542563	489	489
4543575	484	484
4544595	520	520
4545622	480	480
4546663	474	474
4547675	509	509
4548676	525	525
4549683	443	443
4550726	500	500
4551766	505	505
4552774	517	517
4553788	500	500
4554795	490	490
4555847	506	506
4556855	478	478
4557864	492	492
4558871	491	491
4559938	456	456
4560956	507	507
4561980	495	495
4562996	489	489
4564024	513	513
4565036	502	502
4566052	518	518
4567053	496	496
4568054	506	506
4569175	460	460
4570209	497	497
4571218	484	484
4572231	500	500
4573240	473	473
4574243	472	472
4575267	514	514
4576280	486	486
4577299	504	504
4578310	487	487
4579330	466	466
4580348	481	481
4581409	509	509
4582428	493	493
4583517	481	481
4584536	506	506
4585541	497	497
4586550	495	495
4587558	468	468
4588561	461	461
4589563	491	491
4590582	512	512
4591618	498	498
4592651	475	475
4593669	497	497
4594696	494	494
4595710	529	529
4596728	496	496
4597743	473	473
4598803	480	480
4599855	487	487
4600870	484	484
4601889	523	523
4602924	508	508
4603942	511	511
4604968	542	542
4605990	486	486
4607019	510	510
4608027	512	512
4609034	477	477
4610094	490	490
4611096	497	497
4612108	501	501
4613139	494	494
4614143	498	498
4615161	502	502
4616167	491	491
4617177	465	465
4618211	472	472
4619221	487	487
4620246	464	464
4621278	488	488
4622332	456	456
4623340	484	484
4624349	493	493
4625362	493	493
4626374	511	511
4627383	536	536
4628407	510	510
4629411	493	493
4630419	467	467
4631433	503	503
4632437	493	493
4633438	492	492
4634444	487	487
4635446	490	490
4636456	493	493
4637462	508	508
4638469	486	486
4639555	517	517
4640576	507	507
4641612	534	534
4642628	519	519
4643630	486	486
4644704	489	489
4645718	477	477
4646742	483	483
4647753	506	506
4648762	523	523
4649825	522	522
4650844	533	533
4651901	525	525
4652910	507	507
4653946	482	482
4654947	503	503
4655955	523	523
4656959	493	493
4657965	489	489
4658977	482	482
4659994	505	505
4661018	471	471
4662019	481	481
4663024	523	523
4664036	504	504
4665044	498	498
4666052	486	486
4667079	500	500
4668089	532	532
4669091	525	525
4670100	501	501
4671105	472	472
4672116	477	477
4673125	501	501
4674128	488	488
4675133	517	517
4676157	486	486
4677182	488	488
4678184	507	507
4679222	506	506
4680229	500	500
4681267	515	515
4682277	500	500
4683312	494	494
4684393	500	500
4685398	497	497
4686456	499	499
4687463	485	485
4688479	502	502
4689490	483	483
4690509	502	502
4691535	478	478
4692547	491	491
4693604	479	479
4694615	477	477
4695645	475	475
4696659	471	471
4697677	504	504
4698704	522	522
4699706	540	540
4700725	478	478
4701789	483	483
4702800	499	499
4703806	497	497
4704809	509	509
4705833	472	472
4706860	539	539
4707880	527	527
4708881	473	473
4709906	480	480
4710982	477	477
4711983	485	485
4712984	484	484
4713994	458	458
4715004	521	521
4716013	505	505
4717020	503	503
4718033	492	492
4719052	505	505
4720063	484	484
4721103	532	532
4722110	509	509
4723110	500	500
4724176	488	488
4725195	516	516
4726211	544	544
4727218	522	522
4728228	490	490
4729264	525	525
4730273	536	536
4731287	507	507
4732297	459	459
4733341	477	477
4734356	492	492
4735372	525	525
4736405	521	521
4737425	531	531
4738426	540	540
4739427	516	516
4740439	518	518
4741498	534	534
4742516	505	505
4743533	511	511
4744605	467	467
4745619	495	495
4746635	476	476
4747706	476	476
4748718	482	482
4749722	537	537
4750737	485	485
4751746	441	441
4752790	493	493
4753803	519	519
4754811	504	504
4755854	469	469
4756869	487	487
4757886	513	513
4758902	499	499
4759914	493	493
4760943	481	481
4762018	477	477
4763023	498	498
4764025	499	499
4765028	512	512
4766043	500	500
4767050	475	475
4768125	520	520
4769133	529	529
4770150	506	506
4771156	487	487
4772162	489	489
4773197	472	472
4774208	510	510
4775209	505	505
4776222	454	454
4777286	500	500
4778305	500	500
4779335	515	515
4780342	496	496
4781347	485	485
4782452	481	481
4783470	512	512
4784483	507	507
4785486	433	433
4786492	494	494
4787510	469	469
4788603	490	490
4789613	497	497
4790632	488	488
4791649	496	496
4792653	497	497
4793671	517	517
4794675	511	511
4795678	474	474
4796724	482	482
4797730	499	499
4798734	518	518
4799737	459	459
4800752	475	475
4801761	480	480
4802766	510	510
4803780	489	489
4804885	499	499
4805927	498	498
4806939	537	537
4807960	512	512
4808974	514	514
4809985	496	496
4811079	503	503
4812162	542	542
4813169	506	506
4814172	501	501
4815182	493	493
4816197	483	483
4817205	523	523
4818217	522	522
4819225	512	512
4820239	519	519
4821269	489	489
4822296	513	513
4823380	477	477
4824401	492	492
4825418	461	461
4826419	443	443
4827501	453	453
4828514	500	500
4829530	477	477
4830549	499	499
4831565	481	481
4832568	479	479
4833578	486	486
4834609	476	476
4835628	514	514
4836661	462	462
4837662	463	463
4838671	498	498
4839674	513	513
4840694	485	485
4841700	471	471
4842719	497	497
4843739	505	505
4844778	461	461
4845823	477	477
4846838	471	471
4847859	480	480
4848870	513	513
4849884	499	499
4850908	460	460
4851934	495	495
4852934	503	503
4853942	492	492
4854947	491	491
4855961	504	504
4856967	473	473
4857980	512	512
4859012	484	484
4860019	493	493
4861137	498	498
4862156	503	503
4863170	495	495
4864174	482	482
4865187	492	492
4866195	493	493
4867199	526	526
4868200	504	504
4869315	465	465
4870350	542	542
4871366	527	527
4872534	502	502
4873538	540	540
4874580	512	512
4875593	531	531
4876650	536	536
4877655	503	503
4878661	500	500
4879674	494	494
4880701	492	492
4881712	523	523
4882731	498	498
4883748	506	506
4884757	488	488
4885765	528	528
4886810	468	468
4887892	518	518
4888959	498	498
4889979	514	514
4890992	494	494
4891997	507	507
4893003	500	500
4894007	504	504
4895011	502	502
4896021	521	521
4897060	486	486
4898073	495	495
4899089	496	496
4900106	507	507
4901115	500	500
4902131	475	475
4903169	478	478
4904203	495	495
4905222	494	494
4906283	490	490
4907294	494	494
4908312	473	473
4909344	508	508
4910426	534	534
4911442	482	482
4912481	499	499
4913485	506	506
4914503	535	535
4915515	520	520
4916516	492	492
4917574	473	473
4918580	510	510
4919589	512	512
4920591	489	489
4921594	492	492
4922674	465	465
4923681	500	500
4924687	490	490
4925706	482	482
4926718	482	482
4927788	481	481
4928798	478	478
4929844	463	463
4930859	495	495
4931880	469	469
4932888	482	482
4933961	460	460
4935016	509	509
4936024	535	535
4937042	492	492
4938081	529	529
4939103	538	538
4940128	535	535
4941130	496	496
4942142	482	482
4943156	484	484
4944158	470	470
4945185	487	487
4946217	490	490
4947220	504	504
4948258	534	534
4949272	503	503
4950273	491	491
4951274	497	497
4952280	531	531
4953321	502	502
4954331	520	520
4955381	533	533
4956400	536	536
4957406	506	506
4958433	481	481
4959450	516	516
4960459	503	503
4961480	470	470
4962493	512	512
4963507	479	479
4964515	523	523
4965516	513	513
4966517	496	496
4967537	509	509
4968542	483	483
4969549	500	500
4970568	467	467
4971599	507	507
4972607	491	491
4973708	513	513
4974737	499	499
4975768	535	535
4976843	495	495
4977863	513	513
4978870	510	510
4979901	503	503
4980956	510	510
4981970	496	496
4983029	481	481
4984039	455	455
4985064	476	476
4986089	504	504
4987091	484	484
4988148	438	438
4989149	493	493
4990151	463	463
4991156	481	481
4992170	459	459
4993193	521	521
4994206	458	458
4995213	507	507
4996229	510	510
4997243	497	497
4998248	555	555
4999285	494	494
5000294	473	473
5001305	542	542
5002311	486	486
5003319	473	473
5004373	477	477
5005398	498	498
5006411	528	528
5007413	553	553
5008426	566	566
5009445	481	481
5010479	500	500
5011506	534	534
5012512	511	511
5013527	499	499
5014535	482	482
5015537	497	497
5016540	535	535
5017580	496	496
5018658	502	502
5019672	534	534
5020736	566	566
5021756	526	526
5022793	497	497
5023808	540	540
5024830	516	516
5025842	517	517
5026862	533	533
5027870	527	527
5028880	502	502
5029888	555	555
5030906	538	538
5031918	574	574
5032948	531	531
5033964	554	554
5034993	521	521
5036094	505	505
5037102	490	490
5038107	475	475
5039108	506	506
5040110	522	522
5041170	533	533
5042186	520	520
5043190	494	494
5044202	532	532
5045223	478	478
5046224	454	454
5047227	535	535
5048235	523	523
5049237	480	480
5050238	487	487
5051254	486	486
5052267	487	487
5053310	512	512
5054323	517	517
5055328	497	497
5056432	491	491
5057439	558	558
5058450	496	496
5059460	524	524
5060502	498	498
5061514	492	492
5062518	494	494
5063564	487	487
5064573	496	496
5065589	508	508
5066613	474	474
5067632	485	485
5068636	467	467
5069660	511	511
5070664	533	533
5071680	502	502
5072690	508	508
5073709	468	468
5074737	504	504
5075740	495	495
5076751	514	514
5077763	472	472
5078781	476	476
5079794	483	483
5080814	503	503
5081823	509	509
5082834	449	449
5083916	557	557
5084928	555	555
5085950	519	519
5086956	496	496
5087962	506	506
5088980	467	467
5090008	473	473
5091053	521	521
5092058	484	484
5093062	480	480
5094078	491	491
5095119	477	477
5096121	470	470
5097130	494	494
5098132	507	507
5099135	473	473
5100200	468	468
5101210	506	506
5102232	530	530
5103244	532	532
5104253	474	474
5105308	474	474
5106348	514	514
5107405	495	495
5108438	479	479
5109443	517	517
5110472	516	516
5111485	506	506
5112488	477	477
5113492	501	501
5114494	493	493
5115538	474	474
5116622	486	486
5117641	538	538
5118649	478	478
5119662	503	503
5120686	516	516
5121743	501	501
5122750	476	476
5123806	536	536
5124910	499	499
5125929	525	525
5126936	519	519
5127962	523	523
5129055	511	511
5130086	556	556
5131101	510	510
5132113	482	482
5133117	519	519
5134137	515	515
5135147	490	490
5136148	485	485
5137163	506	506
5138165	545	545
5139202	548	548
5140217	547	547
5141218	487	487
5142225	525	525
5143240	526	526
5144246	536	536
5145261	519	519
5146274	486	486
5147276	499	499
5148296	486	486
5149301	507	507
5150350	460	460
5151376	511	511
5152426	532	532
5153438	553	553
5154489	467	467
5155566	483	483
5156588	487	487
5157606	505	505
5158612	545	545
5159654	474	474
5160667	500	500
5161697	525	525
5162698	535	535
5163738	486	486
5164813	523	523
5165829	489	489
5166930	519	519
5167949	487	487
5168964	502	502
5169983	477	477
5171009	528	528
5172009	518	518
5173010	489	489
5174011	518	518
5175030	529	529
5176044	521	521
5177051	533	533
5178054	492	492
5179079	492	492
5180086	503	503
5181105	518	518
5182112	507	507
5183198	482	482
5184199	520	520
5185220	496	496
5186225	489	489
5187262	507	507
5188273	534	534
5189285	493	493
5190294	493	493
5191309	502	502
5192328	512	512
5193335	503	503
5194376	490	490
5195386	507	507
5196401	460	460
5197407	477	477
5198482	483	483
5199550	493	493
5200557	504	504
5201573	502	502
5202617	473	473
5203659	505	505
5204692	513	513
5205711	524	524
5206723	495	495
5207744	513	513
5208758	508	508
5209788	520	520
5210796	526	526
5211814	509	509
5212839	491	491
5213851	503	503
5214858	536	536
5215870	519	519
5216889	494	494
5217906	486	486
5218918	513	513
5219931	510	510
5220950	496	496
5221967	501	501
5222983	515	515
5223991	524	524
5225008	517	517
5226064	524	524
5227079	504	504
5228093	480	480
5229125	542	542
5230135	506	506
5231137	534	534
5232213	480	480
5233267	542	542
5234273	553	553
5235276	493	493
5236311	487	487
5237331	471	471
5238350	513	513
5239402	492	492
5240431	488	488
5241502	515	515
5242524	521	521
5243569	498	498
5244597	477	477
5245606	490	490
5246619	492	492
5247635	499	499
5248663	517	517
5249680	503	503
5250722	491	491
5251741	478	478
5252799	482	482
5253803	488	488
5254806	476	476
5255814	475	475
5256817	479	479
5257820	526	526
5258840	536	536
5259854	515	515
5260914	539	539
5261920	522	522
5263024	479	479
5264043	522	522
5265045	506	506
5266048	500	500
5267099	497	497
5268101	488	488
5269116	508	508
5270134	522	522
5271140	509	509
5272142	479	479
5273147	482	482
5274167	496	496
5275169	504	504
5276194	507	507
5277203	530	530
5278206	526	526
5279210	489	489
5280217	488	488
5281228	498	498
5282246	497	497
5283275	506	506
5284288	502	502
5285323	492	492
5286331	526	526
5287339	529	529
5288342	499	499
5289354	508	508
5290365	484	484
5291371	518	518
5292406	513	513
5293478	516	516
5294486	546	546
5295507	502	502
5296516	520	520
5297535	595	595
5298548	538	538
5299556	533	533
5300566	516	516
5301595	483	483
5302691	501	501
5303736	482	482
5304755	527	527
5305772	476	476
5306776	477	477
5307831	502	502
5308832	511	511
5309845	531	531
5310847	464	464
5311852	486	486
5312869	488	488
5313891	492	492
5314903	482	482
5315916	493	493
5316962	514	514
5317988	478	478
5318994	501	501
5319997	550	550
5321008	519	519
5322138	488	488
5323143	488	488
5324147	509	509
5325167	525	525
5326179	534	534
5327241	499	499
5328253	493	493
5329259	528	528
5330281	509	509
5331288	473	473
5332301	513	513
5333317	482	482
5334318	493	493
5335333	467	467
5336342	478	478
5337363	498	498
5338364	493	493
5339371	492	492
5340482	491	491
5341526	513	513
5342527	492	492
5343541	496	496
5344547	483	483
5345554	494	494
5346567	517	517
5347586	484	484
5348604	465	465
5349613	460	460
5350621	494	494
5351623	498	498
5352627	478	478
5353633	474	474
5354653	481	481
5355682	523	523
5356801	492	492
5357820	527	527
5358832	534	534
5359842	453	453
5360870	511	511
5361878	516	516
5362881	508	508
5363884	475	475
5364889	472	472
5365909	509	509
5366925	495	495
5367941	479	479
5368975	477	477
5369988	507	507
5371005	537	537
5372032	523	523
5373118	498	498
5374133	488	488
5375140	511	511
5376231	472	472
5377244	496	496
5378282	471	471
5379300	496	496
5380327	478	478
5381397	471	471
5382444	496	496
5383449	501	501
5384470	476	476
5385476	502	502
5386486	481	481
5387551	470	470
5388562	484	484
5389569	480	480
5390585	494	494
5391599	499	499
5392678	475	475
5393681	480	480
5394683	493	493
5395687	477	477
5396722	490	490
5397730	504	504
5398731	474	474
5399735	495	495
5400742	535	535
5401774	514	514
5402786	487	487
5403802	510	510
5404805	511	511
5405814	534	534
5406827	479	479
5407906	466	466
5408964	461	461
5409979	465	465
5410985	476	476
5411993	469	469
5413011	531	531
5414059	489	489
5415067	490	490
5416086	514	514
5417097	505	505
5418113	480	480
5419172	487	487
5420243	479	479
5421263	524	524
5422320	457	457
5423327	490	490
5424331	498	498
5425358	491	491
5426359	469	469
5427416	495	495
5428417	498	498
5429427	501	501
5430429	493	493
5431434	515	515
5432451	530	530
5433452	552	552
5434486	546	546
5435506	490	490
5436521	496	496
5437566	495	495
5438584	506	506
5439618	490	490
5440693	483	483
5441725	485	485
5442725	474	474
5443840	487	487
5444855	511	511
5445861	527	527
5446865	504	504
5447868	479	479
5448881	466	466
5449900	517	517
5450902	499	499
