SimulationTime(us)	ReponseTime(us)	EndToEndDelay(us)
1880461	511	511
1881487	489	489
1882518	490	490
1883539	470	470
1884554	496	496
1885599	491	491
1886638	524	524
1887652	532	532
1888658	462	462
1889739	497	497
1890745	490	490
1891754	501	501
1892787	521	521
1893830	497	497
1894845	491	491
1895861	472	472
1896877	485	485
1897890	512	512
1898958	480	480
1899963	489	489
1900980	466	466
1902040	481	481
1903057	482	482
1904058	506	506
1905064	504	504
1906064	448	448
1907077	482	482
1908086	531	531
1909089	480	480
1910103	486	486
1911105	500	500
1912113	502	502
1913122	501	501
1914128	477	477
1915130	501	501
1916134	484	484
1917153	490	490
1918196	475	475
1919329	502	502
1920399	499	499
1921451	515	515
1922465	508	508
1923468	470	470
1924523	512	512
1925545	553	553
1926571	519	519
1927600	532	532
1928613	497	497
1929633	536	536
1930634	494	494
1931664	485	485
1932703	516	516
1933707	511	511
1934724	541	541
1935824	538	538
1936833	544	544
1937888	549	549
1938942	516	516
1939996	499	499
1941006	501	501
1942008	506	506
1943027	484	484
1944056	470	470
1945069	466	466
1946119	499	499
1947150	476	476
1948252	505	505
1949269	495	495
1950270	482	482
1951278	448	448
1952283	482	482
1953289	501	501
1954309	499	499
1955312	483	483
1956321	501	501
1957334	500	500
1958354	501	501
1959361	492	492
1960385	469	469
1961404	455	455
1962413	500	500
1963426	464	464
1964440	494	494
1965443	502	502
1966456	458	458
1967487	471	471
1968519	486	486
1969527	505	505
1970534	465	465
1971551	479	479
1972560	476	476
1973578	526	526
1974613	497	497
1975614	470	470
1976640	501	501
1977690	493	493
1978704	537	537
1979715	496	496
1980720	544	544
1981729	507	507
1982734	456	456
1983828	486	486
1984848	502	502
1985857	513	513
1986894	488	488
1987896	471	471
1988964	474	474
1989968	511	511
1990972	476	476
1991974	487	487
1992982	490	490
1994002	514	514
1995033	502	502
1996040	475	475
1997043	495	495
1998074	513	513
1999082	522	522
2000151	541	541
2001168	518	518
2002176	524	524
2003179	517	517
2004181	492	492
2005210	485	485
2006223	489	489
2007224	482	482
2008298	497	497
2009303	517	517
2010312	524	524
2011341	468	468
2012384	504	504
2013395	510	510
2014424	500	500
2015454	492	492
2016456	486	486
2017488	513	513
2018497	555	555
2019512	519	519
2020525	492	492
2021546	494	494
2022555	480	480
2023572	479	479
2024588	487	487
2025631	526	526
2026638	526	526
2027662	483	483
2028666	516	516
2029668	531	531
2030688	482	482
2031763	499	499
2032767	514	514
2033776	489	489
2034781	497	497
2035797	509	509
2036800	478	478
2037813	500	500
2038816	472	472
2039834	477	477
2040851	488	488
2041859	495	495
2042901	524	524
2043914	496	496
2044973	455	455
2045992	489	489
2047007	470	470
2048020	500	500
2049035	467	467
2050134	458	458
2051148	503	503
2052153	474	474
2053158	469	469
2054178	469	469
2055187	485	485
2056189	490	490
2057334	456	456
2058393	519	519
2059406	524	524
2060479	490	490
2061488	509	509
2062492	490	490
2063504	508	508
2064510	492	492
2065516	505	505
2066518	495	495
2067519	524	524
2068570	508	508
2069589	474	474
2070612	462	462
2071624	491	491
2072655	484	484
2073704	496	496
2074722	510	510
2075728	531	531
2076745	489	489
2077785	487	487
2078895	506	506
2079896	507	507
2080909	560	560
2081914	508	508
2082939	517	517
2083954	524	524
2084966	580	580
2085986	506	506
2087001	526	526
2088003	498	498
2089013	556	556
2090021	500	500
2091146	475	475
2092156	519	519
2093165	488	488
2094267	488	488
2095287	493	493
2096297	519	519
2097303	486	486
2098327	488	488
2099342	510	510
2100389	511	511
2101390	525	525
2102395	521	521
2103547	543	543
2104554	515	515
2105556	471	471
2106565	483	483
2107588	492	492
2108597	487	487
2109602	521	521
2110604	509	509
2111648	481	481
2112658	535	535
2113702	527	527
2114740	513	513
2115753	543	543
2116775	509	509
2117780	501	501
2118795	487	487
2119812	468	468
2120819	538	538
2121835	550	550
2122842	557	557
2123884	470	470
2124897	534	534
2125904	537	537
2126912	521	521
2127932	463	463
2129005	442	442
2130007	513	513
2131013	513	513
2132077	475	475
2133109	508	508
2134112	497	497
2135129	477	477
2136131	468	468
2137153	461	461
2138159	496	496
2139179	510	510
2140243	455	455
2141290	472	472
2142312	524	524
2143319	504	504
2144417	479	479
2145422	472	472
2146432	476	476
2147449	501	501
2148465	436	436
2149487	444	444
2150491	454	454
2151494	465	465
2152507	476	476
2153556	481	481
2154562	482	482
2155573	464	464
2156635	488	488
2157707	517	517
2158715	502	502
2159793	517	517
2160804	533	533
2161806	531	531
2162840	502	502
2163849	473	473
2164887	484	484
2165898	485	485
2166911	490	490
2167913	455	455
2168932	505	505
2170031	513	513
2171044	519	519
2172045	495	495
2173071	536	536
2174075	483	483
2175090	523	523
2176105	474	474
2177119	507	507
2178183	497	497
2179232	529	529
2180246	454	454
2181273	528	528
2182280	509	509
2183374	527	527
2184401	531	531
2185451	496	496
2186478	502	502
2187521	519	519
2188532	515	515
2189564	499	499
2190601	486	486
2191608	506	506
2192622	495	495
2193641	496	496
2194643	466	466
2195653	488	488
2196661	514	514
2197661	507	507
2198678	489	489
2199757	460	460
2200770	463	463
2201806	494	494
2202835	490	490
2203838	508	508
2204856	502	502
2205867	453	453
2206906	487	487
2207909	488	488
2208915	499	499
2209928	535	535
2210948	522	522
2212128	468	468
2213136	508	508
2214147	496	496
2215208	483	483
2216227	503	503
2217240	501	501
2218246	492	492
2219360	489	489
2220363	487	487
2221395	481	481
2222402	469	469
2223430	483	483
2224461	514	514
2225475	502	502
2226484	514	514
2227531	461	461
2228568	484	484
2229576	500	500
2230580	521	521
2231581	500	500
2232610	482	482
2233624	513	513
2234635	483	483
2235646	476	476
2236723	475	475
2237734	491	491
2238753	484	484
2239762	480	480
2240771	459	459
2241801	501	501
2242819	504	504
2243826	456	456
2244846	473	473
2245878	481	481
2246915	504	504
2247934	508	508
2248944	513	513
2249963	516	516
2250984	496	496
2252026	500	500
2253036	521	521
2254056	521	521
2255075	486	486
2256078	531	531
2257093	521	521
2258113	491	491
2259126	468	468
2260141	477	477
2261193	489	489
2262239	477	477
2263240	486	486
2264251	506	506
2265258	515	515
2266278	516	516
2267379	529	529
2268416	507	507
2269428	514	514
2270500	488	488
2271505	489	489
2272543	487	487
2273549	498	498
2274565	488	488
2275566	471	471
2276569	469	469
2277580	469	469
2278588	496	496
2279644	477	477
2280746	495	495
2281747	480	480
2282775	527	527
2283783	513	513
2284810	500	500
2285869	504	504
2286875	540	540
2287884	497	497
2288896	489	489
2289912	524	524
2291018	532	532
2292020	526	526
2293039	481	481
2294047	498	498
2295070	494	494
2296077	490	490
2297093	525	525
2298102	528	528
2299114	520	520
2300138	514	514
2301173	501	501
2302176	538	538
2303191	536	536
2304338	491	491
2305346	508	508
2306347	507	507
2307358	490	490
2308361	476	476
2309367	476	476
2310368	484	484
2311380	512	512
2312405	499	499
2313420	477	477
2314434	519	519
2315441	507	507
2316453	454	454
2317491	488	488
2318494	503	503
2319540	490	490
2320542	479	479
2321550	500	500
2322563	515	515
2323582	480	480
2324607	481	481
2325617	518	518
2326618	487	487
2327634	462	462
2328651	458	458
2329685	480	480
2330699	483	483
2331740	471	471
2332780	484	484
2333797	490	490
2334798	483	483
2335814	461	461
2336840	485	485
2337893	453	453
2338905	505	505
2339955	479	479
2340962	485	485
2341972	466	466
2343109	478	478
2344181	501	501
2345194	504	504
2346196	524	524
2347204	457	457
2348229	457	457
2349236	524	524
2350240	492	492
2351255	484	484
2352259	489	489
2353266	478	478
2354268	496	496
2355284	514	514
2356304	483	483
2357406	500	500
2358419	490	490
2359437	454	454
2360454	482	482
2361460	490	490
2362467	470	470
2363477	465	465
2364550	481	481
2365558	472	472
2366571	463	463
2367575	461	461
2368594	485	485
2369597	508	508
2370635	470	470
2371645	502	502
2372680	490	490
2373806	465	465
2374825	476	476
2375835	486	486
2376849	484	484
2377917	465	465
2378929	466	466
2379945	505	505
2380956	460	460
2381988	470	470
2383025	490	490
2384057	526	526
2385065	512	512
2386071	462	462
2387223	468	468
2388275	515	515
2389295	501	501
2390296	502	502
2391302	521	521
2392325	462	462
2393328	516	516
2394441	497	497
2395455	520	520
2396470	497	497
2397471	534	534
2398494	525	525
2399507	506	506
2400516	547	547
2401524	504	504
2402591	533	533
2403610	480	480
2404627	482	482
2405628	491	491
2406679	485	485
2407705	497	497
2408728	486	486
2409732	512	512
2410740	514	514
2411766	464	464
2412772	452	452
2413784	508	508
2414796	497	497
2415797	508	508
2416815	465	465
2417837	486	486
2418849	482	482
2419889	487	487
2420907	483	483
2421924	479	479
2423026	499	499
2424069	473	473
2425072	453	453
2426100	493	493
2427119	510	510
2428140	492	492
2429151	486	486
2430232	476	476
2431243	499	499
2432262	496	496
2433268	483	483
2434331	461	461
2435342	504	504
2436350	497	497
2437366	500	500
2438382	491	491
2439390	495	495
2440433	475	475
2441440	505	505
2442477	513	513
2443481	508	508
2444607	486	486
2445666	475	475
2446771	504	504
2447774	490	490
2448776	471	471
2449790	514	514
2450803	509	509
2451804	504	504
2452851	502	502
2453858	512	512
2454864	506	506
2455866	494	494
2456876	485	485
2457927	484	484
2458933	506	506
2459943	499	499
2461019	515	515
2462031	497	497
2463032	509	509
2464089	503	503
2465105	496	496
2466135	511	511
2467155	511	511
2468174	535	535
2469192	508	508
2470206	486	486
2471322	523	523
2472341	497	497
2473356	511	511
2474359	491	491
2475389	495	495
2476401	533	533
2477406	452	452
2478411	504	504
2479424	479	479
2480440	481	481
2481458	452	452
2482489	454	454
2483508	464	464
2484540	458	458
2485557	474	474
2486629	489	489
2487633	466	466
2488653	493	493
2489663	463	463
2490672	475	475
2491698	470	470
2492709	474	474
2493724	491	491
2494774	518	518
2495791	466	466
2496808	495	495
2497828	467	467
2498833	465	465
2499842	450	450
2500894	471	471
2501902	440	440
2502921	471	471
2503925	472	472
2504975	446	446
2505994	437	437
2507007	490	490
2508014	491	491
2509027	497	497
2510031	511	511
2511058	446	446
2512115	480	480
2513169	485	485
2514179	477	477
2515184	451	451
2516226	469	469
2517230	495	495
2518246	511	511
2519248	458	458
2520353	481	481
2521355	487	487
2522363	521	521
2523465	460	460
2524485	499	499
2525547	480	480
2526562	501	501
2527578	502	502
2528659	468	468
2529667	488	488
2530684	497	497
2531690	475	475
2532710	460	460
2533721	495	495
2534765	456	456
2535822	483	483
2536855	479	479
2537884	506	506
2538899	509	509
2539910	516	516
2540925	486	486
2541943	466	466
2542949	491	491
2543962	469	469
2544981	494	494
2546029	476	476
2547035	509	509
2548061	469	469
2549078	497	497
2550112	505	505
2551122	482	482
2552131	500	500
2553140	491	491
2554150	481	481
2555156	464	464
2556159	485	485
2557172	509	509
2558242	468	468
2559259	499	499
2560275	506	506
2561286	489	489
2562327	488	488
2563375	494	494
2564388	519	519
2565399	515	515
2566420	490	490
2567441	472	472
2568446	498	498
2569461	488	488
2570472	492	492
2571472	494	494
2572488	481	481
2573496	498	498
2574508	524	524
2575518	538	538
2576571	543	543
2577587	518	518
2578604	496	496
2579622	506	506
2580627	472	472
2581635	492	492
2582652	497	497
2583667	474	474
2584695	468	468
2585706	498	498
2586763	497	497
2587812	501	501
2588816	516	516
2589818	422	422
2590834	500	500
2591844	473	473
2592847	488	488
2593852	490	490
2594865	496	496
2595874	508	508
2596901	512	512
2597902	512	512
2599027	473	473
2600034	520	520
2601038	531	531
2602060	505	505
2603141	481	481
2604159	499	499
2605211	480	480
2606242	492	492
2607256	486	486
2608292	518	518
2609340	497	497
2610349	485	485
2611354	478	478
2612358	494	494
2613370	518	518
2614387	518	518
2615396	505	505
2616478	458	458
2617497	508	508
2618498	481	481
2619509	508	508
2620524	483	483
2621527	440	440
2622540	482	482
2623553	485	485
2624592	474	474
2625627	475	475
2626664	481	481
2627666	483	483
2628711	492	492
2629727	503	503
2630737	485	485
2631762	505	505
2632775	491	491
2633804	499	499
2634812	533	533
2635820	517	517
2636826	511	511
2637837	537	537
2638853	477	477
2639869	482	482
2640876	530	530
2641891	521	521
2642909	574	574
2643913	529	529
2644929	532	532
2645947	536	536
2646989	514	514
2648001	494	494
2649002	504	504
2650012	478	478
2651033	486	486
2652047	499	499
2653049	499	499
2654051	536	536
2655068	480	480
2656076	495	495
2657096	509	509
2658118	544	544
2659128	511	511
2660224	482	482
2661238	518	518
2662242	529	529
2663251	508	508
2664251	476	476
2665260	485	485
2666263	501	501
2667272	494	494
2668290	470	470
2669296	509	509
2670297	496	496
2671316	476	476
2672371	463	463
2673465	500	500
2674481	479	479
2675492	502	502
2676510	480	480
2677565	515	515
2678568	517	517
2679587	491	491
2680597	497	497
2681685	484	484
2682704	527	527
2683722	511	511
2684742	480	480
2685782	486	486
2686852	504	504
2687854	483	483
2688891	486	486
2689911	499	499
2690926	506	506
2691934	510	510
2692936	490	490
2693956	507	507
2694962	516	516
2695982	502	502
2696984	497	497
2697992	455	455
2698994	489	489
2700007	496	496
2701036	518	518
2702050	486	486
2703064	489	489
2704071	477	477
2705082	501	501
2706130	478	478
2707156	471	471
2708158	474	474
2709158	521	521
2710181	485	485
2711207	488	488
2712209	485	485
2713227	532	532
2714238	539	539
2715242	495	495
2716256	520	520
2717258	455	455
2718273	542	542
2719291	544	544
2720304	533	533
2721330	508	508
2722366	460	460
2723374	501	501
2724411	481	481
2725499	514	514
2726518	528	528
2727530	489	489
2728540	484	484
2729541	514	514
2730555	464	464
2731574	535	535
2732606	531	531
2733617	539	539
2734627	492	492
2735645	477	477
2736683	491	491
2737708	508	508
2738727	532	532
2739750	518	518
2740764	505	505
2741868	533	533
2742878	526	526
2743886	485	485
2744962	532	532
2745974	530	530
2746983	504	504
2747996	526	526
2749010	490	490
2750026	519	519
2751033	491	491
2752038	490	490
2753062	484	484
2754081	463	463
2755085	502	502
2756102	504	504
2757121	507	507
2758132	491	491
2759170	459	459
2760175	482	482
2761179	485	485
2762188	490	490
2763194	499	499
2764214	490	490
2765233	484	484
2766350	485	485
2767356	515	515
2768369	486	486
2769375	477	477
2770408	498	498
2771436	499	499
2772458	508	508
2773472	496	496
2774483	476	476
2775517	515	515
2776549	489	489
2777566	486	486
2778607	492	492
2779611	512	512
2780645	496	496
2781647	445	445
2782650	460	460
2783682	476	476
2784691	496	496
2785700	496	496
2786715	485	485
2787723	443	443
2788743	449	449
2789752	502	502
2790757	484	484
2791772	494	494
2792818	443	443
2793838	489	489
2794851	471	471
2795874	452	452
2796900	487	487
2797902	476	476
2798921	512	512
2799975	474	474
2800978	474	474
2801987	487	487
2803045	488	488
2804058	495	495
2805093	458	458
2806115	472	472
2807118	485	485
2808124	455	455
2809136	478	478
2810173	485	485
2811206	481	481
2812208	471	471
2813248	473	473
2814262	505	505
2815275	470	470
2816284	487	487
2817286	493	493
2818347	492	492
2819360	470	470
2820377	489	489
2821406	498	498
2822415	464	464
2823443	507	507
2824462	484	484
2825483	472	472
2826490	481	481
2827517	467	467
2828520	489	489
2829526	508	508
2830540	509	509
2831622	494	494
2832633	502	502
2833671	504	504
2834673	493	493
2835679	511	511
2836682	504	504
2837700	481	481
2838720	512	512
2839721	499	499
2840724	510	510
2841744	479	479
2842804	481	481
2843821	482	482
2844860	504	504
2845879	505	505
2846937	458	458
2847948	469	469
2848971	503	503
2850007	501	501
2851013	517	517
2852020	484	484
2853162	444	444
2854169	506	506
2855184	493	493
2856188	509	509
2857194	465	465
2858213	490	490
2859296	475	475
2860303	480	480
2861323	498	498
2862365	510	510
2863384	521	521
2864394	472	472
2865443	462	462
2866533	482	482
2867537	504	504
2868556	465	465
2869565	466	466
2870578	473	473
2871584	500	500
2872588	457	457
2873595	477	477
2874652	480	480
2875679	482	482
2876699	497	497
2877721	494	494
2878725	485	485
2879733	483	483
2880739	503	503
2881755	495	495
2882758	484	484
2883761	517	517
2884781	484	484
2885835	442	442
2886879	511	511
2887891	504	504
2888900	469	469
2889956	469	469
2890968	506	506
2891970	491	491
2893001	476	476
2894003	489	489
2895067	483	483
2896111	499	499
2897122	474	474
2898222	439	439
2899252	480	480
2900266	489	489
2901305	492	492
2902318	459	459
2903385	467	467
2904386	523	523
2905424	487	487
2906458	496	496
2907474	486	486
2908569	457	457
2909654	511	511
2910717	506	506
2911732	542	542
2912803	495	495
2913851	508	508
2914889	518	518
2915903	505	505
2916927	524	524
2917935	510	510
2918953	528	528
2919967	511	511
2920975	475	475
2921984	513	513
2923009	505	505
2924012	498	498
2925013	504	504
2926031	467	467
2927090	470	470
2928094	508	508
2929110	502	502
2930130	488	488
2931132	500	500
2932141	469	469
2933148	520	520
2934168	476	476
2935202	461	461
2936206	498	498
2937226	508	508
2938242	495	495
2939245	461	461
2940265	501	501
2941271	516	516
2942286	489	489
2943301	486	486
2944304	491	491
2945321	521	521
2946324	487	487
2947395	490	490
2948413	526	526
2949418	488	488
2950429	516	516
2951445	514	514
2952453	516	516
2953643	458	458
2954647	495	495
2955660	486	486
2956694	490	490
2957750	517	517
2958758	546	546
2959776	495	495
2960791	523	523
2961809	481	481
2962835	482	482
2963871	499	499
2964882	492	492
2965893	490	490
2966905	495	495
2967956	470	470
2968967	484	484
2969988	484	484
2970996	501	501
2971998	474	474
2973001	543	543
2974004	468	468
2975069	500	500
2976074	539	539
2977075	489	489
2978080	507	507
2979209	510	510
2980231	521	521
2981244	514	514
2982264	464	464
2983277	490	490
2984295	509	509
2985297	496	496
2986315	501	501
2987328	480	480
2988419	485	485
2989439	500	500
2990454	535	535
2991467	473	473
2992490	504	504
2993504	514	514
2994505	477	477
2995601	470	470
2996618	516	516
2997639	518	518
2998649	505	505
2999665	519	519
3000746	494	494
3001755	515	515
3002927	456	456
3003939	503	503
3004950	529	529
3005962	522	522
3006964	469	469
3008013	475	475
3009017	480	480
3010027	485	485
3011031	499	499
3012045	465	465
3013061	496	496
3014076	509	509
3015092	503	503
3016110	495	495
3017182	499	499
3018261	496	496
3019286	516	516
3020293	500	500
3021302	515	515
3022341	441	441
3023344	498	498
3024348	501	501
3025373	491	491
3026378	521	521
3027385	483	483
3028391	481	481
3029403	491	491
3030404	463	463
3031457	487	487
3032558	477	477
3033581	514	514
3034594	506	506
3035605	510	510
3036608	533	533
3037622	484	484
3038633	512	512
3039644	528	528
3040664	508	508
3041677	490	490
3042687	490	490
3043722	520	520
3044722	507	507
3045731	510	510
3046751	466	466
3047770	483	483
3048777	507	507
3049795	496	496
3050804	520	520
3051820	497	497
3052838	483	483
3053848	507	507
3054872	487	487
3055878	524	524
3056892	516	516
3057895	505	505
3058906	476	476
3059921	479	479
3060929	492	492
3061966	516	516
3062975	506	506
3063990	496	496
3065008	509	509
3066018	520	520
3067024	493	493
3068092	489	489
3069124	531	531
3070152	499	499
3071170	513	513
3072218	535	535
3073268	497	497
3074370	529	529
3075406	517	517
3076407	529	529
3077418	502	502
3078430	479	479
3079443	510	510
3080473	497	497
3081509	500	500
3082539	484	484
3083542	486	486
3084547	482	482
3085556	486	486
3086570	479	479
3087664	487	487
3088719	512	512
3089730	473	473
3090757	450	450
3091775	511	511
3092787	446	446
3093809	469	469
3094837	478	478
3095840	484	484
3096863	474	474
3097868	477	477
3098873	486	486
3099878	447	447
3100895	474	474
3101906	479	479
3102951	504	504
3103957	452	452
3105008	486	486
3106083	507	507
3107089	468	468
3108103	502	502
3109121	513	513
3110122	469	469
3111196	465	465
3112212	482	482
3113236	510	510
3114240	470	470
3115244	478	478
3116282	484	484
3117317	498	498
3118336	514	514
3119353	490	490
3120395	473	473
3121395	497	497
3122431	476	476
3123460	487	487
3124466	495	495
3125509	455	455
3126531	472	472
3127544	507	507
3128546	491	491
3129564	478	478
3130617	501	501
3131639	469	469
3132662	469	469
3133668	476	476
3134695	486	486
3135762	485	485
3136774	491	491
3137803	475	475
3138813	511	511
3139831	478	478
3140875	475	475
3141881	504	504
3142882	489	489
3143904	490	490
3144932	505	505
3145945	505	505
3146959	520	520
3148010	508	508
3149018	497	497
3150034	537	537
3151052	549	549
3152087	510	510
3153176	520	520
3154179	505	505
3155196	513	513
3156210	511	511
3157217	499	499
3158259	535	535
3159260	515	515
3160414	531	531
3161414	496	496
3162433	470	470
3163438	498	498
3164514	508	508
3165519	500	500
3166539	542	542
3167547	505	505
3168552	513	513
3169555	558	558
3170565	495	495
3171602	464	464
3172618	496	496
3173621	486	486
3174639	488	488
3175650	480	480
3176661	525	525
3177675	544	544
3178689	550	550
3179702	512	512
3180741	499	499
3181760	503	503
3182765	537	537
3183772	525	525
3184784	498	498
3185795	490	490
3186841	524	524
3187868	502	502
3188887	531	531
3189900	500	500
3190914	505	505
3191923	493	493
3192939	504	504
3193958	481	481
3194965	503	503
3195999	452	452
3197019	480	480
3198122	485	485
3199134	523	523
3200182	458	458
3201255	464	464
3202266	508	508
3203272	492	492
3204347	525	525
3205358	528	528
3206361	477	477
3207376	490	490
3208397	516	516
3209435	542	542
3210490	476	476
3211545	489	489
3212604	497	497
3213623	496	496
3214633	488	488
3215684	464	464
3216704	496	496
3217753	519	519
3218755	477	477
3219807	474	474
3220844	494	494
3221850	515	515
3222868	477	477
3223882	485	485
3224887	494	494
3225901	524	524
3226909	517	517
3228037	540	540
3229059	500	500
3230067	504	504
3231130	471	471
3232142	507	507
3233192	505	505
3234193	492	492
3235202	522	522
3236215	470	470
3237218	493	493
3238221	490	490
3239222	486	486
3240228	480	480
3241229	473	473
3242246	514	514
3243264	499	499
3244307	519	519
3245323	506	506
3246420	550	550
3247480	545	545
3248485	518	518
3249579	508	508
3250597	509	509
3251613	508	508
3252631	512	512
3253670	511	511
3254691	510	510
3255706	488	488
3256731	557	557
3257770	512	512
3258774	483	483
3259848	496	496
3260854	515	515
3261920	505	505
3262923	460	460
3263937	527	527
3264948	515	515
3265964	513	513
3267005	474	474
3268026	515	515
3269070	511	511
3270070	516	516
3271080	496	496
3272169	550	550
3273188	525	525
3274193	553	553
3275199	569	569
3276214	458	458
3277241	522	522
3278256	494	494
3279257	531	531
3280277	495	495
3281309	489	489
3282318	507	507
3283333	523	523
3284356	487	487
3285365	468	468
3286383	476	476
3287405	494	494
3288420	493	493
3289470	515	515
3290474	455	455
3291492	491	491
3292501	487	487
3293518	483	483
3294525	508	508
3295540	531	531
3296555	523	523
3297573	523	523
3298576	493	493
3299592	484	484
3300631	531	531
3301658	519	519
3302695	529	529
3303712	472	472
3304717	535	535
3305751	508	508
3306811	513	513
3307825	505	505
3308834	523	523
3309849	495	495
3310868	487	487
3311885	490	490
3312947	535	535
3313953	468	468
3314984	503	503
3316001	531	531
3317004	548	548
3318016	527	527
3319028	495	495
3320042	514	514
3321053	505	505
3322068	519	519
3323071	486	486
3324080	503	503
3325095	496	496
3326099	504	504
3327103	499	499
3328106	522	522
3329118	503	503
3330140	451	451
3331154	481	481
3332162	506	506
3333173	511	511
3334188	471	471
3335211	479	479
3336217	486	486
3337227	516	516
3338258	460	460
3339276	460	460
3340287	516	516
3341297	475	475
3342354	495	495
3343362	526	526
3344364	502	502
3345371	501	501
3346497	460	460
3347523	519	519
3348529	485	485
3349529	466	466
3350595	492	492
3351614	475	475
3352651	487	487
3353654	505	505
3354674	492	492
3355687	498	498
3356704	501	501
3357773	506	506
3358787	506	506
3359791	486	486
3360793	480	480
3361812	499	499
3362819	513	513
3363834	502	502
3364874	509	509
3365921	533	533
3366927	500	500
3367971	488	488
3368992	497	497
3369995	485	485
3371047	458	458
3372068	487	487
3373068	487	487
3374100	513	513
3375119	491	491
3376139	495	495
3377157	491	491
3378162	477	477
3379180	515	515
3380228	469	469
3381231	483	483
3382234	491	491
3383241	526	526
3384243	493	493
3385331	488	488
3386342	477	477
3387354	518	518
3388357	496	496
3389377	516	516
3390398	502	502
3391415	467	467
3392444	481	481
3393453	489	489
3394474	464	464
3395482	457	457
3396500	526	526
3397553	513	513
3398554	526	526
3399559	489	489
3400574	472	472
3401582	495	495
3402596	495	495
3403605	510	510
3404620	513	513
3405801	467	467
3406813	515	515
3407830	506	506
3408887	457	457
3409929	470	470
3410941	494	494
3411964	502	502
3412969	467	467
3413991	467	467
3415028	508	508
3416037	512	512
3417106	433	433
3418126	485	485
3419135	484	484
3420141	514	514
3421151	509	509
3422218	504	504
3423229	541	541
3424231	475	475
3425297	468	468
3426315	483	483
3427335	474	474
3428368	503	503
3429406	460	460
3430425	493	493
3431435	493	493
3432454	496	496
3433500	475	475
3434504	491	491
3435506	519	519
3436529	515	515
3437530	504	504
3438543	503	503
3439548	509	509
3440569	488	488
3441578	529	529
3442582	564	564
3443586	460	460
3444586	460	460
3445613	494	494
3446628	501	501
3447648	526	526
3448653	490	490
3449685	516	516
3450691	488	488
3451741	499	499
3452758	506	506
3453760	530	530
3454773	507	507
3455782	468	468
3456811	473	473
3457840	489	489
3458853	491	491
3459906	496	496
3460932	514	514
3461944	464	464
3462945	486	486
3463953	497	497
3465047	449	449
3466060	506	506
3467097	506	506
3468194	499	499
3469214	474	474
3470239	524	524
3471251	515	515
3472335	478	478
3473355	499	499
3474369	486	486
3475380	461	461
3476397	497	497
3477413	480	480
3478423	493	493
3479432	459	459
3480498	501	501
3481516	493	493
3482519	519	519
3483547	491	491
3484581	469	469
3485614	472	472
3486620	494	494
3487642	438	438
3488677	488	488
3489683	495	495
3490686	463	463
3491690	487	487
3492693	505	505
3493696	482	482
3494713	477	477
3495715	481	481
3496721	487	487
3497735	473	473
3498789	455	455
3499791	496	496
3500812	469	469
3501823	469	469
3502872	483	483
3503878	503	503
3504881	483	483
3505894	479	479
3506942	469	469
3507952	484	484
3508954	501	501
3509957	499	499
3510975	509	509
3511979	488	488
3512999	515	515
3514016	494	494
3515024	506	506
3516035	476	476
3517097	473	473
3518137	483	483
3519196	509	509
3520201	461	461
3521217	508	508
3522233	476	476
3523265	487	487
3524273	520	520
3525315	491	491
3526391	466	466
3527424	483	483
3528519	508	508
3529534	494	494
3530538	496	496
3531564	472	472
3532579	467	467
3533597	490	490
3534612	517	517
3535615	505	505
3536618	482	482
3537693	463	463
3538715	515	515
3539724	548	548
3540742	530	530
3541749	488	488
3542755	487	487
3543764	517	517
3544781	514	514
3545791	507	507
3546792	481	481
3547897	482	482
3548928	485	485
3550013	521	521
3551027	470	470
3552059	479	479
3553066	486	486
3554086	495	495
3555096	481	481
3556109	484	484
3557154	492	492
3558210	461	461
3559216	470	470
3560245	530	530
3561265	507	507
3562307	511	511
3563312	491	491
3564321	483	483
3565339	482	482
3566351	486	486
3567369	507	507
3568374	502	502
3569582	469	469
3570586	507	507
3571602	495	495
3572607	472	472
3573610	503	503
3574612	504	504
3575617	483	483
3576630	469	469
3577677	508	508
3578696	515	515
3579700	515	515
3580741	481	481
3581744	505	505
3582761	502	502
3583769	472	472
3584797	476	476
3585801	500	500
3586855	510	510
3587859	514	514
3588870	517	517
3589876	478	478
3590887	487	487
3591934	510	510
3592976	504	504
3593992	520	520
3595004	483	483
3596052	517	517
3597081	471	471
3598088	537	537
3599105	495	495
3600109	496	496
3601122	501	501
3602127	504	504
3603191	498	498
3604207	502	502
3605253	488	488
3606257	505	505
3607269	500	500
3608462	478	478
3609466	508	508
3610469	495	495
3611503	475	475
3612517	478	478
3613584	489	489
3614603	507	507
3615611	484	484
3616661	466	466
3617706	500	500
3618720	463	463
3619733	484	484
3620871	498	498
3621874	493	493
3622875	465	465
3623918	520	520
3624934	498	498
3625944	532	532
3626954	530	530
3628010	518	518
3629028	510	510
3630074	485	485
3631086	484	484
3632089	477	477
3633107	503	503
3634150	537	537
3635156	486	486
3636193	497	497
3637213	486	486
3638277	489	489
3639296	478	478
3640316	476	476
3641354	464	464
3642358	475	475
3643370	449	449
3644378	466	466
3645385	474	474
3646398	480	480
3647403	485	485
3648450	483	483
3649475	462	462
3650475	489	489
3651487	484	484
3652499	475	475
3653523	420	420
3654577	484	484
3655583	486	486
3656650	462	462
3657670	488	488
3658681	492	492
3659699	488	488
3660714	476	476
3661741	481	481
3662801	486	486
3663852	489	489
3664868	501	501
3665876	504	504
